//############################################
// POWERED BY MU ENGINE                     //
// WWW.MUENGINE.ORG                      	//
// Edited By: ScriptKid                    	//
//###########################################

//旨收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收旬
//早 Box Of Kundun +2 Drop Settings                                               早
//曲收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收收旭					
1
//	EventName	                  DropZen	EventItemType	EventItemIndex	EventItemLevel	EventItemDropRate	ItemDropRate	ExItemDropRate											
	"Box Of Kundun +2"	0	0	                  0	0	0	                  100	                                                      500											
end
// | Type | Index | MinLevel | MaxLevel | Skill | Luck | Option | Excellent |	

10
//type	index	min-lvl	max-lvl		skill-rate	luck-rate	add	exc1-rate	exc2-rate	exc3-rate	arka-only
10000	
1	8	0	0	50	50	50	100	100	0	0	//Crescent Axe
2	0	0	0	50	50	50	100	100	0	0	//Mace
2	1	0	0	50	50	50	100	100	0	0	//Morning Star
2	2	0	0	50	50	50	100	100	0	0	//Flail
2	3	0	0	50	50	50	100	100	0	0	//Great Hammer
3	0	0	0	50	50	50	100	100	0	0	//Light Spear
3	1	0	0	50	50	50	100	100	0	0	//Spear
3	2	0	0	50	50	50	100	100	0	0	//Dragon Lance
3	3	0	0	50	50	50	100	100	0	0	//Giant Trident
3	4	0	0	50	50	50	100	100	0	0	//Serpent Spear
3	5	0	0	50	50	50	100	100	0	0	//Double Poleaxe
3	6	0	0	50	50	50	100	100	0	0	//Halberd
3	7	0	0	50	50	50	100	100	0	0	//Berdysh
3	8	0	0	50	50	50	100	100	0	0	//Great Scythe
4	0	0	0	50	50	50	100	100	0	0	//Short Bow
4	1	0	0	50	50	50	100	100	0	0	//Bow
4	2	0	0	50	50	50	100	100	0	0	//Elven Bow
4	3	0	0	50	50	50	100	100	0	0	//Battle Bow
4	4	0	0	50	50	50	100	100	0	0	//Tiger Bow
4	5	0	0	50	50	50	100	100	0	0	//Silver Bow
4	9	0	0	50	50	50	100	100	0	0	//Golden Crossbow
4	10	0	0	50	50	50	100	100	0	0	//Arquebus
4	11	0	0	50	50	50	100	100	0	0	//Light Crossbow
4	12	0	0	50	50	50	100	100	0	0	//Serpent Crossbow
4	13	0	0	50	50	50	100	100	0	0	//Bluewing Crossbow
4	14	0	0	50	50	50	100	100	0	0	//Aquagold Crossbow
5	0	0	0	50	50	50	100	100	0	0	//Skull Staff
5	1	0	0	50	50	50	100	100	0	0	//Angelic Staff
5	2	0	0	50	50	50	100	100	0	0	//Serpent Staff
5	3	0	0	50	50	50	100	100	0	0	//Thunder Staff
5	4	0	0	50	50	50	100	100	0	0	//Gorgon Staff
6	0	0	0	50	50	50	100	100	0	0	//Small Shield
6	1	0	0	50	50	50	100	100	0	0	//Horn Shield
6	2	0	0	50	50	50	100	100	0	0	//Kite Shield
6	3	0	0	50	50	50	100	100	0	0	//Elven Shield
6	4	0	0	50	50	50	100	100	0	0	//Buckler
6	6	0	0	50	50	50	100	100	0	0	//Skull Shield
6	7	0	0	50	50	50	100	100	0	0	//Spike Shield
6	8	0	0	50	50	50	100	100	0	0	//Tower Shield
6	9	0	0	50	50	50	100	100	0	0	//Plate Shield
6	10	0	0	50	50	50	100	100	0	0	//Large Round Shield
6	11	0	0	50	50	50	100	100	0	0	//Serpent Shield
6	12	0	0	50	50	50	100	100	0	0	//Bronze Shield
7	0	0	0	50	50	50	100	100	0	0	//Bronze Helm
7	2	0	0	50	50	50	100	100	0	0	//Pad Helm
7	4	0	0	50	50	50	100	100	0	0	//Bone Helm
7	5	0	0	50	50	50	100	100	0	0	//Leather Helm
7	6	0	0	50	50	50	100	100	0	0	//Scale Helm
7	7	0	0	50	50	50	100	100	0	0	//Sphinx Helm
7	8	0	0	50	50	50	100	100	0	0	//Brass Helm
7	9	0	0	50	50	50	100	100	0	0	//Plate Helm
7	10	0	0	50	50	50	100	100	0	0	//Vine Helm
7	11	0	0	50	50	50	100	100	0	0	//Silk Helm
7	12	0	0	50	50	50	100	100	0	0	//Wind Helm
7	13	0	0	50	50	50	100	100	0	0	//Spirit Helm
8	0	0	0	50	50	50	100	100	0	0	//Bronze Armor
8	2	0	0	50	50	50	100	100	0	0	//Pad Armor
8	4	0	0	50	50	50	100	100	0	0	//Bone Armor
8	5	0	0	50	50	50	100	100	0	0	//Leather Armor
8	6	0	0	50	50	50	100	100	0	0	//Scale Armor
8	7	0	0	50	50	50	100	100	0	0	//Sphinx Armor
8	8	0	0	50	50	50	100	100	0	0	//Brass Armor
8	9	0	0	50	50	50	100	100	0	0	//Plate Armor
8	10	0	0	50	50	50	100	100	0	0	//Vine Armor
8	11	0	0	50	50	50	100	100	0	0	//Silk Armor
8	12	0	0	50	50	50	100	100	0	0	//Wind Armor
8	13	0	0	50	50	50	100	100	0	0	//Spirit Armor
9	0	0	0	50	50	50	100	100	0	0	//Bronze Pants
9	2	0	0	50	50	50	100	100	0	0	//Pad Pants
9	4	0	0	50	50	50	100	100	0	0	//Bone Pants
9	5	0	0	50	50	50	100	100	0	0	//Leather Pants
9	6	0	0	50	50	50	100	100	0	0	//Scale Pants
9	7	0	0	50	50	50	100	100	0	0	//Sphinx Pants
9	8	0	0	50	50	50	100	100	0	0	//Brass Pants
9	9	0	0	50	50	50	100	100	0	0	//Plate Pants
9	10	0	0	50	50	50	100	100	0	0	//Vine Pants
9	11	0	0	50	50	50	100	100	0	0	//Silk Pants
9	12	0	0	50	50	50	100	100	0	0	//Wind Pants
9	13	0	0	50	50	50	100	100	0	0	//Spirit Pants
10	0	0	0	50	50	50	100	100	0	0	//Bronze Gloves
10	2	0	0	50	50	50	100	100	0	0	//Pad Gloves
10	4	0	0	50	50	50	100	100	0	0	//Bone Gloves
10	5	0	0	50	50	50	100	100	0	0	//Leather Gloves
10	6	0	0	50	50	50	100	100	0	0	//Scale Gloves
10	7	0	0	50	50	50	100	100	0	0	//Sphinx Gloves
10	8	0	0	50	50	50	100	100	0	0	//Brass Gloves
10	9	0	0	50	50	50	100	100	0	0	//Plate Gloves
10	10	0	0	50	50	50	100	100	0	0	//Vine Gloves
10	11	0	0	50	50	50	100	100	0	0	//Silk Gloves
10	12	0	0	50	50	50	100	100	0	0	//Wind Gloves
10	13	0	0	50	50	50	100	100	0	0	//Spirit Gloves
11	0	0	0	50	50	50	100	100	0	0	//Bronze Boots
11	2	0	0	50	50	50	100	100	0	0	//Pad Boots
11	4	0	0	50	50	50	100	100	0	0	//Bone Boots
11	5	0	0	50	50	50	100	100	0	0	//Leather Boots
11	6	0	0	50	50	50	100	100	0	0	//Scale Boots
11	7	0	0	50	50	50	100	100	0	0	//Sphinx Boots
11	8	0	0	50	50	50	100	100	0	0	//Brass Boots
11	9	0	0	50	50	50	100	100	0	0	//Plate Boots
11	10	0	0	50	50	50	100	100	0	0	//Vine Boots
11	11	0	0	50	50	50	100	100	0	0	//Silk Boots
11	12	0	0	50	50	50	100	100	0	0	//Wind Boots
11	13	0	0	50	50	50	100	100	0	0	//Spirit Boots			
end
end
