0
//Idx	Index	Classes	Group ID	Points Per Level	Max Points	Unk	Parent Skill 1	Parent Skill 2	Skill ID	Value
345	8	32	0	1	20	3	0	0	304	1.2
346	9	32	0	1	20	4	300	0	305	12.04
347	10	32	0	1	20	0	302	0	306	1.2
348	11	32	0	1	20	3	303	0	307	1.2
349	12	32	0	1	20	3	304	0	308	1.2
350	14	32	0	1	20	3	0	0	309	60.2
351	15	32	0	1	20	0	307	0	310	1.2
352	16	32	0	1	20	0	308	0	311	1.2
353	17	32	0	1	20	0	305	0	312	12.04
354	18	32	0	1	20	0	309	0	313	1.2
355	23	32	0	1	20	1	0	0	315	6.32
356	24	32	0	1	20	0	315	0	316	1
357	25	32	0	1	20	0	0	0	317	12.04
358	26	32	0	1	20	0	0	0	318	12.04
359	27	32	0	1	20	0	0	0	319	12.04
360	28	32	0	1	20	0	0	0	320	12.04
361	30	32	0	1	20	3	0	0	505	12.04
362	31	32	0	1	20	0	0	0	506	12.04
363	34	32	0	1	20	0	505	0	507	12.04
364	37	32	1	1	20	0	0	0	325	511.73
365	41	32	1	1	20	4	0	0	508	6.32
366	42	32	1	1	20	0	0	0	509	8.83
367	43	32	1	1	20	3	0	0	510	12.04
368	46	32	1	1	20	3	0	0	511	6.32
369	47	32	1	1	20	3	510	0	512	5.02
370	48	32	1	1	20	0	0	0	513	5.02
371	49	32	1	1	20	0	508	0	514	1.2
372	50	32	1	1	20	3	511	0	515	8.03
373	51	32	1	1	20	0	512	0	516	1.2
374	52	32	1	1	20	3	0	0	334	102.35
375	54	32	1	1	20	4	515	0	517	1.81
376	55	32	1	1	20	3	0	0	518	5.02
377	56	32	1	1	20	3	334	0	338	102.35
378	57	32	1	1	20	0	0	0	519	6.32
379	59	32	1	1	20	0	518	0	520	11.54
380	60	32	1	1	20	0	338	0	341	27.69
381	62	32	1	1	20	0	517	0	522	1.2
382	63	32	1	1	20	0	0	0	523	5.02
383	66	32	1	10	10	3	0	0	521	-1
384	70	32	1	1	20	0	521	0	524	6.32
385	73	32	2	1	20	0	0	0	347	818.77
386	77	32	2	1	20	3	0	0	526	6.32
387	78	32	2	1	20	3	0	0	527	5.02
388	79	32	2	1	20	3	0	0	528	8.03
389	80	32	2	1	20	3	0	0	529	6.32
390	81	32	2	1	20	4	526	0	530	1.81
391	82	32	2	1	20	0	527	0	531	11.54
392	83	32	2	1	20	0	528	0	532	12.04
393	84	32	2	1	20	0	529	0	533	38.22
394	86	32	2	1	20	0	0	0	357	7.22
395	87	32	2	1	20	0	0	0	358	9.14
396	88	32	2	1	20	3	0	0	359	43.19
397	89	32	2	1	20	0	530	0	534	1.2
398	90	32	2	1	20	0	0	0	535	12.04
399	91	32	2	1	20	3	0	0	361	5.02
400	92	32	2	1	20	0	359	0	362	43.19
401	93	32	2	1	20	0	0	0	536	1
402	94	32	2	1	20	3	0	0	366	1
403	95	32	2	1	20	0	361	0	364	6.32
404	97	32	2	1	20	3	0	0	538	1.2
405	98	32	2	1	20	0	366	0	369	1
406	99	32	2	1	20	0	0	0	367	1
407	100	32	2	1	20	3	0	0	368	1
408	101	32	2	1	20	0	538	0	539	1
409	103	32	2	1	20	3	0	0	370	1
410	104	32	2	1	20	0	368	0	372	1
411	107	32	2	1	20	0	370	0	371	1
412	1	64	0	1	20	4	0	0	578	12.04
413	4	64	0	1	20	0	0	0	579	255.87
414	6	64	0	1	20	3	0	0	580	307.04
415	7	64	0	1	20	3	0	0	581	1.81
416	8	64	0	1	20	3	0	0	582	1.2
417	9	64	0	1	20	4	578	0	583	12.04
418	10	64	0	1	20	0	580	0	584	1.2
419	11	64	0	1	20	3	581	0	585	1.2
420	12	64	0	1	20	3	582	0	586	1.2
421	14	64	0	1	20	3	0	0	587	33.71
422	15	64	0	1	20	0	585	0	588	1.2
423	16	64	0	1	20	0	586	0	589	1.2
424	17	64	0	1	20	0	583	0	590	12.04
425	18	64	0	1	20	0	587	0	591	1.2
426	37	64	1	1	20	0	0	0	599	204.69
427	41	64	1	1	20	3	0	0	551	5.02
428	42	64	1	1	20	3	0	0	552	5.02
429	45	64	1	1	20	0	551	0	554	1.2
430	46	64	1	1	20	0	552	0	555	1.2
431	51	64	1	1	20	3	0	0	600	54.18
432	52	64	1	1	20	0	0	0	557	5.02
433	53	64	1	1	20	0	0	0	558	5.02
434	54	64	1	1	20	0	0	0	559	5.02
435	55	64	1	1	20	0	600	0	601	54.18
436	56	64	1	1	20	0	0	0	560	5.02
437	73	64	2	1	20	0	0	0	603	327.51
438	77	64	2	1	20	3	0	0	568	5.02
439	78	64	2	1	20	3	0	0	569	5.02
440	81	64	2	1	10	0	568	0	571	1.2
441	82	64	2	1	20	0	569	0	572	5.02
442	85	64	2	1	20	0	0	0	573	11.54
443	86	64	2	1	20	0	0	0	604	7.22
444	87	64	2	1	20	0	0	0	605	9.14
445	88	64	2	1	20	3	0	0	606	43.19
446	90	64	2	1	20	0	0	0	607	5.02
447	92	64	2	1	20	0	606	0	608	43.19
end											
