84	102	30	123	120	0	0	
85	102	30	123	126	0	0	
86	102	30	105	124	0	0	
87	102	30	105	123	0	0	
88	102	30	105	131	0	0	
89	102	30	107	134	0	0	
90	102	30	107	133	0	0	
91	102	30	119	141	0	0	
92	102	30	121	131	0	0	
93	102	30	132	133	0	0	
94	102	30	133	129	0	0	
95	102	30	133	128	0	0	
96	102	30	137	142	0	0	
97	102	30	130	144	0	0	
98	102	30	140	148	0	0	
99	102	30	144	147	0	0	
100	102	30	144	148	0	0	
101	102	30	145	137	0	0	
102	102	30	145	131	0	0	
103	102	30	145	130	0	0	
104	102	30	150	135	0	0	
105	102	30	123	148	0	0	
106	102	30	105	148	0	0	
107	102	30	103	142	0	0	
108	102	30	103	141	0	0	
109	102	30	101	140	0	0	
110	102	30	97	134	0	0	
111	102	30	97	133	0	0	
112	102	30	97	148	0	0	
113	102	30	100	145	0	0	
114	102	30	99	155	0	0	
115	102	30	112	154	0	0	
116	102	30	117	154	0	0	
117	102	30	131	154	0	0	
118	102	30	131	153	0	0	
119	102	30	137	154	0	0	
120	102	30	137	117	0	0	
121	102	30	137	100	0	0	
122	102	30	122	106	0	0	
123	102	30	122	105	0	0	
124	102	30	120	102	0	0	
125	102	30	124	101	0	0	
126	102	30	110	100	0	0	
127	102	30	113	105	0	0	
128	102	30	98	100	0	0	
129	102	30	103	101	0	0	
130	102	30	95	110	0	0	
end							
//각 라운드 등장 몬스터							
//Round	Index	출현&리젠 개체 수 지정	몬스터번호	몬스터 사냥 점수	원래 출현 맵	몬스터	
2							
1	654	10	2	10000	// 황금 탄탈로스		
2	654	10	2	10000	//		
3	654	10	2	10000	//		
4	654	10	2	10000	//		
5	654	10	2	10000	//		
6	655	10	2	30000	// 황금 에로힘		
7	655	10	2	30000	//		
8	655	10	2	30000	//		
9	655	10	2	30000	//		
10	655	10	2	30000	//		
11	656	10	2	90000	// 황금 헬마이네		
12	656	10	2	90000	//		
13	656	10	2	90000	//		
14	656	10	2	90000	//		
15	656	10	2	90000	//		
end							
