////////////////////////////////////////////////////////////////////////////////																													
//TextVer.1.0.8.3																													
//Version1.01-T서버																													
//Version1.01-M서버																													
//최종작업자-김서영																													
//최종작업일-2008-10-13  11:24:00 AM																													
//내용:해외 크리스마스/5차과금 추가 - 루돌프펫 반지에서 펫으로 적용																													
////////////////////////////////////////////////////////////////////////////////																													
16	0	22	1	4	1	1	1	"파괴의검"	82	82	90	35	84	0	0	0	160	60	0	0	0	1	0	1	0	1	0	0	
17	0	23	2	4	1	1	1	"다크브레이커"	104	128	153	40	89	0	0	0	180	50	0	0	0	1	0	2	0	0	0	0	
18	0	23	2	3	1	1	1	"선더블레이드"	105	140	168	40	86	0	0	0	180	50	0	0	0	1	0	0	0	1	0	0	
19	0	22	1	4	1	1	0	"대천사의절대검"	86	120	130	35	168	0	0	0	140	50	0	0	0	0	0	1	0	1	1	0	
31	0	56	2	4	1	1	1	"데스브로드"	100	104	130	35	93	0	104	0	135	62	9	0	0	3	0	0	0	1	0	0	
20	0	22	1	4	1	1	1	"나이트블레이드"	140	107	115	35	90	0	0	0	116	38	0	0	0	1	0	2	0	0	0	0	
21	0	56	2	4	1	1	1	"데스블레이드"	140	115	142	40	100	0	115	0	116	53	9	0	0	1	0	0	0	1	0	0	
22	0	22	1	4	1	1	1	"본블레이드"	147	122	135	40	95	0	0	380	100	35	0	0	0	0	0	2	0	0	0	0	
23	0	56	2	4	1	1	1	"익스플로전블레이드"	147	127	155	45	110	0	134	380	98	48	7	0	0	0	0	0	0	1	0	0	
24	0	22	1	4	1	1	1	"데이브레이크"	115	120	130	40	90	0	0	0	192	30	0	0	0	0	0	2	0	0	0	0	
25	0	56	2	4	1	1	1	"소드댄서"	115	109	136	40	90	0	108	0	136	57	9	0	0	0	0	0	0	1	0	0	
26	0	22	1	4	1	1	1	"플랑베루주"	137	106	117	40	90	0	0	380	193	53	0	0	0	0	0	2	0	0	0	0	
27	0	22	1	4	1	1	1	"소드브레이커"	133	91	99	35	90	0	0	380	53	176	0	0	0	0	0	2	0	0	0	0	
28	0	56	1	4	1	1	1	"룬바스타드"	139	98	122	45	90	0	109	380	91	73	17	0	0	0	0	0	0	1	0	0	
end																													
1	//도끼류																												
0	0	0	1	3	1	1	1	"작은도끼"	1	1	6	20	18	0	0	0	50	0	0	0	0	1	1	1	1	1	1	1	
1	0	0	1	3	1	1	1	"손도끼"	4	4	9	30	20	0	0	0	70	0	0	0	0	1	1	1	1	1	1	1	
2	0	19	1	3	1	1	1	"양날도끼"	14	14	24	20	26	0	0	0	90	0	0	0	0	1	0	1	0	1	1	0	
3	0	19	1	3	1	1	1	"토마호크"	18	18	28	30	28	0	0	0	100	0	0	0	0	1	0	1	0	1	1	0	
4	0	0	1	3	1	1	1	"요정도끼"	26	26	38	40	32	0	0	0	50	70	0	0	0	1	1	0	1	1	0	1	
5	0	19	2	3	1	1	1	"전투도끼"	30	36	44	20	36	0	0	0	120	0	0	0	0	1	0	1	1	1	0	0	
6	0	19	2	3	1	1	1	"니케아도끼"	34	38	50	30	44	0	0	0	130	0	0	0	0	1	0	1	1	1	0	0	
7	0	19	2	3	1	1	1	"라르칸도끼"	46	54	67	25	55	0	0	0	140	0	0	0	0	1	0	1	0	1	0	0	
8	0	19	2	3	1	1	1	"반월도끼"	54	69	89	30	65	0	0	0	100	40	0	0	0	1	1	1	0	1	0	0	
end																													
2	//둔기류																												
0	0	0	1	3	1	1	1	"전곤"	7	7	13	15	21	0	0	0	100	0	0	0	0	1	0	1	0	1	1	0	
1	0	19	1	3	1	1	1	"모닝스타"	13	13	22	15	25	0	0	0	100	0	0	0	0	1	0	1	0	1	1	0	
2	0	0	1	3	1	1	1	"철퇴"	22	22	32	15	32	0	0	0	80	50	0	0	0	1	0	1	0	1	1	0	
3	0	19	2	3	1	1	1	"그레이트해머"	38	45	56	15	50	0	0	0	150	0	0	0	0	1	0	1	0	1	0	0	
4	0	19	2	3	1	1	1	"크리스탈모닝스타"	66	78	107	30	72	0	0	0	130	0	0	0	0	1	1	1	1	1	0	0	
5	0	23	2	4	1	1	1	"크리스탈검"	72	89	120	40	76	0	0	0	130	70	0	0	0	1	1	1	1	1	0	0	
6	0	23	2	4	1	1	0	"카오스드라곤도끼"	75	102	130	35	80	0	0	0	140	50	0	0	0	0	0	1	0	1	0	0	
7	0	0	1	3	1	1	1	"엘리멘탈메이스"	90	62	80	50	50	0	0	0	15	42	0	0	0	1	0	0	2	0	0	0	
8	0	66	1	3	1	1	1	"베틀셉터"	54	41	52	45	40	0	3	0	80	17	0	0	0	1	0	0	0	0	1	0	
9	0	66	1	3	1	1	1	"마스터셉터"	72	57	68	45	45	0	20	0	87	18	0	0	0	1	0	0	0	0	1	0	
10	0	66	1	4	1	1	1	"그레이트셉터"	82	74	85	45	65	0	35	0	100	21	0	0	0	1	0	0	0	0	1	0	
11	0	66	1	4	1	1	1	"로드셉터"	98	91	102	40	72	0	52	0	105	23	0	0	0	1	0	0	0	0	1	0	
12	0	66	1	4	1	1	1	"그레이트로드셉터"	140	108	120	40	84	0	67	0	90	20	0	0	0	1	0	0	0	0	1	0	
13	0	66	1	4	1	1	0	"대천사의절대셉터"	150	120	143	40	90	0	78	0	75	16	0	0	0	1	0	0	0	0	1	0	
//13	0	0	1	3	1	1	1	"__요정메이스"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	
14	0	66	1	4	1	1	1	"솔레이유셉터"	146	130	153	40	95	0	84	380	80	15	0	0	0	0	0	0	0	0	1	0	
15	0	66	1	4	1	1	1	"샤이닝셉터"	110	99	111	40	78	0	60	0	108	22	0	0	0	0	0	0	0	0	1	0	
16	0	0	1	3	1	1	1	"프로스트메이스"	121	106	146	50	80	0	0	380	27	19	0	0	0	1	0	0	2	0	0	0	
17	0	66	1	4	1	1	1	"앱솔루트셉터"	135	114	132	40	90	0	72	380	119	24	0	0	0	0	0	0	0	0	1	0	
18	0	66	1	4	1	1	0	"Stryker Scepter"	147	112	124	40	86	0	70	0	87	20	0	0	0	0	0	0	0	0	1	0	
end																													
3	//창류																												
0	0	22	2	4	1	1	1	"광선봉"	42	50	63	25	56	0	0	0	60	70	0	0	0	1	0	1	1	1	0	0	
1	0	0	2	4	1	1	1	"창"	23	30	41	30	42	0	0	0	70	50	0	0	0	1	0	1	1	1	0	0	
2	0	0	2	4	1	1	1	"드래건랜스"	15	21	33	30	34	0	0	0	70	50	0	0	0	1	0	1	1	1	0	0	
3	0	0	2	4	1	1	1	"큰삼지창"	29	35	43	25	44	0	0	0	90	30	0	0	0	1	0	1	1	1	0	0	
4	0	20	2	4	1	1	1	"서펜트스피어"	46	58	80	20	58	0	0	0	90	30	0	0	0	1	0	1	1	1	0	0	
5	0	0	2	4	1	1	1	"양날도끼창"	13	19	31	30	38	0	0	0	70	50	0	0	0	1	0	1	1	1	0	0	
6	0	0	2	4	1	1	1	"도끼창"	19	25	35	30	40	0	0	0	70	50	0	0	0	1	0	1	1	1	0	0	
7	0	22	2	4	1	1	1	"버디슈"	37	42	54	30	54	0	0	0	80	50	0	0	0	1	0	1	1	1	0	0	
8	0	22	2	4	1	1	1	"그레이트사이드"	54	71	92	25	68	0	0	0	90	50	0	0	0	1	0	1	1	1	0	0	
9	0	22	2	4	1	1	1	"발록의낫"	63	76	102	25	74	0	0	0	80	50	0	0	0	1	0	1	1	1	0	0	
10	0	22	2	4	1	1	1	"드라곤스피어"	92	112	140	35	85	0	0	0	170	60	0	0	0	1	0	2	0	0	0	0	
11	0	22	2	4	1	1	0	"Beuroba"	147	190	226	40	90	0	0	0	152	25	0	0	0	1	0	2	0	1	0	0	
end																													
4	//활/석궁류																												
0	1	24	2	3	1	1	1	"단활"	2	3	5	30	20	0	0	0	20	80	0	0	0	2	0	0	1	0	0	0	
1	1	24	2	3	1	1	1	"활"	8	9	13	30	24	0	0	0	30	90	0	0	0	2	0	0	1	0	0	0	
2	1	24	2	3	1	1	1	"요정활"	16	17	24	30	28	0	0	0	30	90	0	0	0	2	0	0	1	0	0	0	
3	1	24	2	3	1	1	1	"전투활"	26	28	37	30	36	0	0	0	30	90	0	0	0	2	0	0	1	0	0	0	
4	1	24	2	4	1	1	1	"타이거보우"	40	42	52	30	43	0	0	0	30	100	0	0	0	2	0	0	1	0	0	0	
5	1	24	2	4	1	1	1	"실버보우"	56	59	71	40	48	0	0	0	30	100	0	0	0	2	0	0	1	0	0	0	
6	1	24	2	4	1	1	0	"카오스네이쳐보우"	75	88	106	35	68	0	0	0	40	150	0	0	0	0	0	0	1	0	0	0	
7	1	0	1	1	0	0	0	"석궁용화살"	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
8	0	24	2	2	1	1	1	"석궁"	4	5	8	40	22	0	0	0	20	90	0	0	0	2	0	0	1	0	0	0	
9	0	24	2	2	1	1	1	"황금석궁"	12	13	19	40	26	0	0	0	30	90	0	0	0	2	0	0	1	0	0	0	
10	0	24	2	2	1	1	1	"아큐버스"	20	22	30	40	31	0	0	0	30	90	0	0	0	2	0	0	1	0	0	0	
11	0	24	2	3	1	1	1	"빛의석궁"	32	35	44	40	40	0	0	0	30	90	0	0	0	2	0	0	1	0	0	0	
12	0	24	2	3	1	1	1	"서팬트석궁"	48	50	61	40	45	0	0	0	30	100	0	0	0	2	0	0	1	0	0	0	
13	0	24	2	3	1	1	1	"블루윙석궁"	68	68	82	40	56	0	0	0	40	110	0	0	0	2	0	0	1	0	0	0	
14	0	24	2	3	1	1	1	"아쿠아골드석궁"	72	78	92	30	60	0	0	0	50	130	0	0	0	2	0	0	1	0	0	0	
15	0	0	1	1	0	0	0	"화살"	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
16	0	24	2	4	1	1	1	"세인트크로스석궁"	84	102	127	35	72	0	0	0	50	160	0	0	0	2	0	0	1	0	0	0	
17	1	24	2	4	1	1	1	"홀리사이트보우"	92	127	155	35	76	0	0	0	54	198	0	0	0	2	0	0	2	0	0	0	
18	0	24	2	3	1	1	0	"대천사의절대석궁"	100	144	166	35	200	0	0	0	40	110	0	0	0	0	0	0	1	0	0	0	
19	0	24	2	3	1	1	1	"그레이트레인석궁"	100	150	172	40	80	0	0	0	61	285	0	0	0	2	0	0	2	0	0	0	
20	1	24	2	4	1	1	1	"에로우바이퍼보우"	135	166	190	45	86	0	0	0	52	245	0	0	0	2	0	0	2	0	0	0	
21	1	24	2	4	1	1	1	"실프윈드보우"	147	177	200	45	93	0	0	380	46	210	0	0	0	0	0	0	2	0	0	0	
22	1	24	2	4	1	1	1	"알바트로스보우"	110	155	177	45	70	0	0	0	60	265	0	0	0	0	0	0	2	0	0	0	
23	1	24	2	4	1	1	1	"다크스팅거"	134	162	184	45	80	0	0	380	32	209	0	0	0	2	0	0	2	0	0	0	
24	1	24	2	4	1	1	0	"Air Lyn Bow"	147	170	194	45	88	0	0	0	49	226	0	0	0	0	0	0	2	0	0	0	
end																													
5	//지팡이류																												
0	0	0	1	3	1	1	1	"해골지팡이"	6	3	4	20	0	20	6	0	40	0	0	0	0	3	1	0	0	1	0	1	
1	0	0	2	3	1	1	1	"천사지팡이"	18	10	12	25	0	38	20	0	50	0	0	0	0	3	1	0	0	1	0	0	
2	0	0	2	3	1	1	1	"독사지팡이"	30	17	18	25	0	50	34	0	50	0	0	0	0	3	1	0	0	1	0	0	
3	0	0	2	4	1	1	1	"번개지팡이"	42	23	25	25	0	60	46	0	40	10	0	0	0	3	1	0	0	1	0	0	
4	0	0	2	4	1	1	1	"고르곤지팡이"	52	29	32	25	0	65	58	0	50	0	0	0	0	3	1	0	0	1	0	0	
5	0	0	1	4	1	1	1	"전설의지팡이"	59	29	31	25	0	66	59	0	50	0	0	0	0	3	1	0	0	1	0	0	
6	0	0	1	4	1	1	1	"부활의지팡이"	70	35	39	25	0	70	70	0	60	10	0	0	0	3	1	0	0	1	0	0	
7	0	0	2	4	1	1	0	"카오스번개지팡이"	75	47	48	30	0	70	94	0	60	10	0	0	0	0	1	0	0	1	0	0	
8	0	0	2	4	1	1	1	"파멸의지팡이"	90	50	54	30	0	85	101	0	60	10	0	0	0	3	1	0	0	1	0	0	
9	0	0	1	4	1	1	1	"드래곤소울지팡이"	100	46	48	30	0	91	92	0	52	16	0	0	0	3	2	0	0	0	0	0	
10	0	0	1	4	1	1	0	"대천사의절대지팡이"	104	53	55	20	0	182	106	0	36	4	0	0	0	0	1	0	0	1	0	0	
11	0	0	1	4	1	1	1	"쿤둔의지팡이"	140	55	61	30	0	95	110	0	45	16	0	0	0	0	2	0	0	1	0	0	
12	0	0	1	4	1	1	1	"그랜드바이퍼지팡이"	147	66	74	30	0	100	130	380	39	13	0	0	0	0	2	0	0	0	0	0	
13	0	0	1	4	1	1	1	"플라티나윙스태프"	110	51	53	30	0	78	120	0	50	16	0	0	0	0	2	0	0	0	0	0	
14	0	0	1	4	1	1	1	"미스터리스틱"	28	17	18	25	0	50	34	0	34	14	0	0	0	0	0	0	0	0	0	1	
15	0	0	1	4	1	1	1	"바이올렌윈드스틱"	42	23	25	25	0	60	46	0	33	17	0	0	0	0	0	0	0	0	0	1	
16	0	0	1	4	1	1	1	"레드윙스틱"	59	29	31	25	0	65	59	0	36	14	0	0	0	0	0	0	0	0	0	1	
17	0	0	1	4	1	1	1	"에이션트스틱"	78	38	40	25	0	81	76	0	50	19	0	0	0	0	0	0	0	0	0	1	
18	0	0	1	4	1	1	0	"데모닉스틱"	100	46	48	30	0	91	92	0	54	15	0	0	0	0	0	0	0	0	0	2	
//19	0	0	1	4	1	1	0	"스톰블리츠스틱"	110	51	53	30	0	95	110	0	64	15	0	0	0	0	0	0	0	0	0	2	
//20	0	0	1	4	1	1	0	"이터널윙스틱"	147	66	74	30	0	100	130	380	39	13	0	0	0	0	0	0	0	0	0	2	
21	1	223	1	2	1	1	1	"사아무트의서"	52	0	0	25	0	60	46	0	0	20	135	0	0	0	0	0	0	0	0	1	
22	1	224	1	2	1	1	1	"닐의서"	59	0	0	25	0	65	59	0	0	25	168	0	0	0	0	0	0	0	0	1	
23	1	225	1	2	1	1	0	"라글의서"	65	0	0	25	0	50	72	0	0	30	201	0	0	0	0	0	0	0	0	1	
//24	1	0	1	2	1	1	0	"씨스의서"	70	0	0	0	0	50	92	0	0	0	65	0	0	0	0	0	0	0	0	1	
//25	1	0	1	2	1	1	0	"데바르의서"	75	0	0	0	0	50	106	0	0	0	70	0	0	0	0	0	0	0	0	1	
//26	1	0	1	2	1	1	0	"메린느의서"	80	0	0	0	0	50	110	0	0	0	75	0	0	0	0	0	0	0	0	1	
//27	1	0	1	2	1	1	0	"베르시의서"	100	0	0	0	0	50	130	0	0	0	80	0	0	0	0	0	0	0	0	1	
//28	1	0	1	2	1	1	0	"웨인즈의서"	105	0	0	0	0	50	140	0	0	0	85	0	0	0	0	0	0	0	0	1	
//29	1	0	1	2	1	1	0	"멘데라사의서"	110	0	0	0	0	50	150	380	0	0	90	0	0	0	0	0	0	0	0	1	
30	0	0	1	4	1	1	1	"데들리스태프"	138	57	59	30	0	91	126	380	47	18	0	0	0	3	0	0	0	1	0	0	
31	0	0	1	4	1	1	1	"인베리알스태프"	137	57	61	30	0	182	124	380	48	14	0	0	0	0	2	0	0	0	0	0	
//32	0	0	1	4	1	1	1	"소울브링거"	130	59	64	30	0	95	120	380	45	15	0	0	0	0	2	0	0	0	0	2	
33	0	0	1	4	1	1	0	"Chroma ticks staff"	147	55	57	30	0	78	124	0	50	12	0	0	0	0	2	0	0	1	0	0	
34	0	0	1	4	1	1	0	"Raven Stick"	147	70	78	30	0	98	130	0	50	14	0	0	0	0	0	0	0	0	0	2	
end																													
//Index	ItemSlot	SkillType	x	y	sirial	option	drop		Level	Defence	MagDef		Dur			NeedLevel	Str	Dex	Eng	Hea	Cha	세트속성	흑마법사	흑기사	요정	마검사	다크로드	소환술사	
6	//방패류																												
0	1	0	2	2	1	1	1	"원형방패"	3	1	3		22			0	70	0	0	0	0	4	1	1	1	1	1	0	
1	1	0	2	2	1	1	1	"뿔방패"	9	3	9		28			0	100	0	0	0	0	4	0	1	0	1	1	0	
2	1	0	2	2	1	1	1	"카이트방패"	12	4	12		32			0	110	0	0	0	0	4	0	1	0	1	1	0	
3	1	0	2	2	1	1	1	"요정방패"	21	8	21		36			0	30	100	0	0	0	4	0	0	1	0	0	0	
4	1	18	2	2	1	1	1	"버클러"	6	2	6		24			0	80	0	0	0	0	4	1	1	1	1	1	0	
5	1	18	2	2	1	1	1	"드래곤슬레이어방패"	35	10	36		44			0	100	40	0	0	0	4	0	1	0	1	1	0	
6	1	18	2	2	1	1	1	"해골방패"	15	5	15		34			0	110	0	0	0	0	4	1	1	1	1	1	0	
7	1	18	2	2	1	1	1	"스파이크방패"	30	9	30		40			0	130	0	0	0	0	4	0	1	0	1	1	0	
8	1	18	2	2	1	1	1	"타워방패"	40	11	40		46			0	130	0	0	0	0	4	0	1	1	1	1	0	
9	1	18	2	2	1	1	1	"철판방패"	25	8	25		38			0	120	0	0	0	0	4	0	1	0	1	1	0	
10	1	18	2	2	1	1	1	"큰원형방패"	18	6	18		35			0	120	0	0	0	0	4	0	1	0	1	1	0	
11	1	18	2	2	1	1	1	"서펜트방패"	45	12	45		48			0	130	0	0	0	0	4	0	1	1	1	1	0	
12	1	18	2	2	1	1	1	"브론즈방패"	54	13	54		52			0	140	0	0	0	0	4	0	1	0	1	0	0	
13	1	18	2	2	1	1	1	"드라곤방패"	60	14	60		60			0	120	40	0	0	0	4	0	1	0	1	0	0	
14	1	0	2	3	1	1	1	"전설의방패"	48	7	48		50			0	90	25	0	0	0	4	1	0	1	1	0	0	
15	1	0	2	3	1	1	1	"그랜드소울방패"	74	12	55		55			0	70	23	0	0	0	4	2	0	0	0	0	0	
16	1	0	2	2	1	1	1	"엘리멘탈방패"	66	11	28		51			0	30	60	30	0	0	4	0	0	2	0	0	0	
17	1	18	2	2	1	1	1	"크림슨글로리"	104	19	90		51			380	95	48	0	0	0	4	0	2	0	0	0	0	
18	1	18	2	2	1	1	1	"샐러맨더실드"	102	20	96		51			380	80	61	0	0	0	4	0	0	0	1	0	0	
19	1	18	2	2	1	1	1	"프로스트배리어"	99	14	58		51			380	26	53	26	0	0	4	0	0	2	0	0	0	
20	1	18	2	2	1	1	1	"가디안방패"	106	12	30		51			380	54	18	0	0	0	4	2	0	0	0	0	0	
end																													
																													
//Index	ItemSlot	SkillType	x	y	sirial	option	drop		Level	Defence	MagDef		Dur			NeedLevel	Str	Dex	Eng	Hea	Cha	세트속성	흑마법사	흑기사	요정	마검사	다크로드	소환술사	
7	//투구류																												
0	2	0	2	2	1	1	1	"청동투구"	16	9	0		34			0	80	20	0	0	0	4	0	1	0	0	1	0	
1	2	0	2	2	1	1	1	"드라곤투구"	57	24	0		68			0	120	30	0	0	0	4	0	1	0	0	0	0	
2	2	0	2	2	1	1	1	"패드투구"	5	4	0		28			0	20	0	0	0	0	4	1	0	0	0	0	0	
3	2	0	2	2	1	1	1	"전설의헬멧"	50	18	0		42			0	30	0	0	0	0	4	1	0	0	0	0	0	
4	2	0	2	2	1	1	1	"뼈헬멧"	18	9	0		30			0	30	0	0	0	0	4	1	0	0	0	0	0	
5	2	0	2	2	1	1	1	"가죽헬멧"	6	5	0		30			0	80	0	0	0	0	4	0	1	0	0	1	0	
6	2	0	2	2	1	1	1	"비늘헬멧"	26	12	0		40			0	110	0	0	0	0	4	0	1	0	0	1	0	
7	2	0	2	2	1	1	1	"스핑크스마스크"	32	13	0		36			0	30	0	0	0	0	4	1	0	0	0	0	0	
8	2	0	2	2	1	1	1	"황동헬멧"	36	17	0		44			0	100	30	0	0	0	4	0	1	0	0	0	0	
9	2	0	2	2	1	1	1	"철판헬멧"	46	20	0		50			0	130	0	0	0	0	4	0	1	0	0	0	0	
10	2	0	2	2	1	1	1	"넝쿨헬멧"	6	4	0		22			0	30	60	0	0	0	4	0	0	1	0	0	0	
11	2	0	2	2	1	1	1	"실크헬멧"	16	8	0		26			0	30	70	0	0	0	4	0	0	1	0	0	0	
12	2	0	2	2	1	1	1	"바람의헬멧"	28	12	0		32			0	30	80	0	0	0	4	0	0	1	0	0	0	
13	2	0	2	2	1	1	1	"정령헬멧"	40	16	0		38			0	40	80	0	0	0	4	0	0	1	0	0	0	
14	2	0	2	2	1	1	1	"수호헬멧"	53	23	0		45			0	40	80	0	0	0	4	0	0	1	0	0	0	
//15	2	0	2	2	1	1	1	"__아틀란스"	53	23	0		45			0	40	80	0	0	0	4	0	0	1	0	0	0	
16	2	0	2	2	1	1	1	"블랙드라곤투구"	82	30	0		74			0	170	60	0	0	0	4	0	1	0	0	0	0	
17	2	0	2	2	1	1	1	"다크피닉스투구"	92	43	0		80			0	205	62	0	0	0	4	0	2	0	0	0	0	
18	2	0	2	2	1	1	1	"그랜드소울헬멧"	81	27	0		67			0	59	20	0	0	0	4	2	0	0	0	0	0	
19	2	0	2	2	1	1	1	"홀리스프릿헬멧"	85	37	0		74			0	50	110	0	0	0	4	0	0	2	0	0	0	
21	2	0	2	2	1	1	1	"그레이트드라곤투구"	104	53	0		86			0	200	58	0	0	0	4	0	2	0	0	0	0	
22	2	0	2	2	1	1	1	"블랙소울헬멧"	110	36	0		75			0	55	18	0	0	0	4	2	0	0	0	0	0	
24	2	0	2	2	1	1	1	"레드스피릿헬멧"	93	46	0		80			0	52	115	0	0	0	4	0	0	2	0	0	0	
25	2	0	2	2	1	1	1	"라운드마스크"	46	20	0		42			0	70	20	0	0	0	4	0	0	0	0	1	0	
26	2	0	2	2	1	1	1	"다크소울마스크"	66	24	0		56			0	77	21	0	0	0	4	0	0	0	0	1	0	
27	2	0	2	2	1	1	1	"다크브리즌마스크"	86	26	0		70			0	84	22	0	0	0	4	0	0	0	0	1	0	
28	2	0	2	2	1	1	1	"다크마스터마스크"	106	34	0		78			0	80	21	0	0	0	4	0	0	0	0	1	0	
29	2	0	2	2	1	1	1	"드래곤나이트투구"	130	66	0		90			380	170	60	0	0	0	0	0	2	0	0	0	0	
30	2	0	2	2	1	1	1	"베놈미스트헬멧"	126	48	0		86			380	44	15	0	0	0	0	2	0	0	0	0	0	
31	2	0	2	2	1	1	1	"실피드레이헬멧"	126	57	0		86			380	38	80	0	0	0	0	0	0	2	0	0	0	
//32	2	0	2	2	1	1	1	"__볼케이노"	126	57	0		86			380	38	80	0	0	0	0	0	0	2	0	0	0	
33	2	0	2	2	1	1	1	"썬라이트마스크"	130	46	0		82			380	62	16	0	0	0	0	0	0	0	0	1	0	
34	2	0	2	2	1	1	1	"애쉬크로우헬멧"	67	27	0		72			0	160	50	0	0	0	0	0	1	0	0	0	0	
35	2	0	2	2	1	1	1	"이클립스헬멧"	67	22	0		54			0	53	12	0	0	0	0	1	0	0	0	0	0	
36	2	0	2	2	1	1	1	"아이리스헬멧"	67	30	0		59			0	50	70	0	0	0	0	0	0	1	0	0	0	
38	2	0	2	2	1	1	1	"글로리어스마스크"	97	30	0		74			0	80	21	0	0	0	0	0	0	0	0	1	0	
39	2	0	2	2	1	1	1	"바이올렌윈드헬멧"	28	13	0		36			0	31	0	0	0	0	4	0	0	0	0	0	1	
40	2	0	2	2	1	1	1	"레드윙헬멧"	50	18	0		42			0	26	4	0	0	0	4	0	0	0	0	0	1	
41	2	0	2	2	1	1	1	"에이션트헬멧"	68	24	0		54			0	52	16	0	0	0	4	0	0	0	0	0	1	
42	2	0	2	2	1	1	1	"데모닉헬멧"	81	32	0		67			0	60	20	0	0	0	0	0	0	0	0	0	2	
//43	2	0	2	2	1	1	1	"스톰블리츠헬멧"	110	43	0		75			0	56	20	0	0	0	0	0	0	0	0	0	2	
//44	2	0	2	2	1	1	1	"이터널윙헬멧"	126	54	0		86			380	46	17	0	0	0	0	0	0	0	0	0	2	
45	2	0	2	2	1	1	1	"티탄투구"	111	63	0		86			380	222	32	0	0	0	0	0	1	0	0	0	0	
46	2	0	2	2	1	1	1	"브레이브헬멧"	107	51	0		86			380	74	162	0	0	0	0	0	1	0	0	0	0	
49	2	0	2	2	1	1	1	"세라핌헬멧"	111	50	0		86			380	55	197	0	0	0	0	0	0	1	0	0	0	
50	2	0	2	2	1	1	1	"디바인헬멧"	104	44	0		86			380	32	29	138	0	0	0	0	0	1	0	0	0	
51	2	0	2	2	1	1	1	"패왕마스크"	111	44	0		86			380	105	38	0	0	0	0	0	0	0	0	1	0	
52	2	0	2	2	1	1	1	"하데스헬멧"	109	41	0		86			380	60	15	181	0	0	0	1	0	0	0	0	0	
