//Index	Name
0
16	"Black Dragon Gloves"
17	"Dark Phoenix Gloves"
18	"Grand Soul Gloves"
19	"Holy Spirit Gloves"
20	"Thunder Hawk Gloves"
21	"Great Dragon Gloves"
22	"Dark Soul Gloves"
23	"Hurricane Gloves"
24	"Red Spirit Gloves"
25	"Light Plate Gloves"
26	"Adamantine Gloves"
27	"Dark Steel Gloves"
28	"Dark Master Gloves"
29	"Dragon Knight Gloves"
30	"Venom Mist Gloves"
31	"Sylphid Ray Gloves"
32	"Volcano Gloves"
33	"Sunlight Gloves"
34	"Ashcrow Gloves"
35	"Eclipse Gloves"
36	"Iris Gloves"
37	"Valiant Gloves"
38	"Glorious Gloves"
39	"Violent Wind Gloves"
40	"Red Wing Gloves"
41	"Ancient Gloves"
42	"Demonic Gloves"
43	"Storm Blitz Gloves"
44	"Eternal Wing Gloves"
45	"Titan  Gloves"
46	"Brave Gloves"
47	"Phantom  Gloves"
48	"Destroy Gloves"
49	"Seraphim Gloves"
50	"Divine Gloves"
51	"Royal Gloves"
52	"Hades Gloves"
53	"Succubus Gloves"
54	"Lazy Wind Gloves"
55	"Dark Devil Gloves"
56	"Sticky Gloves"
57	"Hell Night Gloves"
58	"Ambition Gloves"
62	"Scale Gloves"
63	"Silk Gloves"
64	"Sphinx Gloves"
65	"Violent Wind Gloves"
66	"Dark Soul Gloves"
67	"Dragon Gloves"
68	"Guardian Gloves"
69	"Legendary Gloves"
70	"Red Wing Gloves"
71	"Atlans Gloves"
74	"Stormwing Gloves"
75	"Light Lord Gloves"
76	"Magic Knight Gloves"
78	"Dragon Gloves-J"
79	"Legendary Gloves-J"
80	"Guardian Gloves-J"
81	"Light Plate Gloves-J"
82	"Red Wing Gloves-J"
91	"Robust Gloves"
92	"Gru Hill Gloves"
93	"Princie Gloves"
94	"Hirat Gloves"
95	"Sate Gloves"
96	"Robust Gloves"
97	"Princie Gloves"
98	"Bloodangel Knight Gloves"
99	"Bloodangel Wizard Gloves"
100	"Bloodangel Elf Gloves"
101	"Bloodangel Summoner Gloves"
102	"Bloodangel Magic Gloves"
103	"Bloodangel Lord Gloves"
105	"Bloodangel Lancer Gloves"
114	"Bloodangel Knight Gloves"
115	"Bloodangel Wizard Gloves"
116	"Bloodangel Elf Gloves"
117	"Bloodangel Summoner Gloves"
118	"Bloodangel Magic Gloves"
119	"Bloodangel Lord Gloves"
121	"Bloodangel Lancer Gloves"
end

11
0	"Bronze Boots"
1	"Dragon Boots"
2	"Pad Boots"
3	"Legendary Boots"
4	"Bone Boots"
5	"Leather Boots"
6	"Scale Boots"
7	"Sphinx Boots"
8	"Brass Boots"
9	"Plate Boots"
10	"Vine Boots"
11	"Silk Boots"
12	"Wind Boots"
13	"Spirit Boots"
14	"Guardian Boots"
15	"Storm Crow Boots"
16	"Black Dragon Boots"
17	"Dark Phoenix Boots"
18	"Grand Soul Boots"
19	"Holy Spirit Boots"
20	"Thunder Hawk Boots"
21	"Great Dragon Boots"
22	"Dark Soul Boots"
23	"Hurricane Boots"
24	"Red Spirit Boots"
25	"Light Plate Boots"
26	"Adamantine Boots"
27	"Dark Steel Boots"
28	"Dark Master Boots"
29	"Dragon Knight Boots"
30	"Venom Mist Boots"
31	"Sylphid Ray Boots"
32	"Volcano Boots"
33	"Sunlight Boots"
34	"Ashcrow Boots"
35	"Eclipse Boots"
36	"Iris Boots"
37	"Valiant Boots"
38	"Glorious Boots"
39	"Violent Wind Boots"
40	"Red Wing Boots"
41	"Ancient Boots"
42	"Demonic Boots"
43	"Storm Blitz Boots"
44	"Eternal Wing Boots"
45	"Titan Boots"
46	"Brave Boots"
47	"Phantom Boots"
48	"Destroy Boots"
49	"Seraphim Boots"
50	"Divine Boots"
51	"Royal Boots"
52	"Hades Boots"
53	"Succubus Boots"
54	"Lazy Wind Boots"
55	"Dark Devil Boots"
56	"Sticky Boots"
57	"Hell Night Boots"
58	"Ambition Boots"
59	"Sacred Fire Boots"
60	"Storm Jahad Boots"
61	"Piercing Groove Boots"
62	"Scale Boots"
63	"Silk Boots"
64	"Sphinx Boots"
65	"Violent Wind Boots"
66	"Dark Soul Boots"
67	"Dragon Boots"
68	"Guardian Boots"
69	"Legendary Boots"
70	"Red Wing Boots"
71	"Atlans Boots"
72	"Storm Jahad Boots"
73	"Phoenix Soul Boots"
74	"Stormwing Boots"
75	"Light Lord Boots"
76	"Magic Knight Boots"
78	"Dragon Boots-J"
79	"Legendary Boots-J"
80	"Guardian Boots-J"
81	"Light Plate Boots-J"
82	"Red Wing Boots-J"
83	"Sacred Fire Boots-J"
91	"Robust Boots"
92	"Gru Hill Boots"
93	"Princie Boots"
94	"Hirat Boots"
95	"Sate Boots"
96	"Robust Boots"
97	"Princie Boots"
98	"Bloodangel Knight Boots"
99	"Bloodangel Wizard Boots"
100	"Bloodangel Elf Boots"
101	"Bloodangel Summoner Boots"
102	"Bloodangel Magic Boots"
103	"Bloodangel Lord Boots"
104	"Bloodangel Fighter Boots"
105	"Bloodangel Lancer Boots"
114	"Bloodangel Knight Boots"
115	"Bloodangel Wizard Boots"
116	"Bloodangel Elf Boots"
117	"Bloodangel Summoner Boots"
118	"Bloodangel Magic Boots"
119	"Bloodangel Lord Boots"
120	"Bloodangel Fighter Boots"
121	"Bloodangel Lancer Boots"
end

12
0	"Wings of Elf"
1	"Wings of Heaven"
2	"Wings of Satan"
3	"Wings of Spirits"
4	"Wings of Soul"
5	"Wings of Dragon"
6	"Wings of Darkness"
7	"Orb of Twisting Slash"
8	"Healing Orb"
9	"Orb of Greater Fortitude"
10	"Orb of Greater Damage"
11	"Orb of Summoning"
12	"Orb of Rageful Blow"
13	"Orb of Impale"
14	"Orb of Greater Fortitude"
15	"Jewel of Chaos"
16	"Orb of Fire Slash"
17	"Orb of Penetration"
18	"Orb of Ice Arrow"
19	"Orb of Death Stab"
21	"Scroll of FireBurst"
22	"Scroll of Summon"
23	"Scroll of Critical Damage"
24	"Scroll of Electric Spark"
26	"Gem of Secret"
30	"Bundle of Jewel of Bless"
31	"Bundle of Jewel of Soul"
32	"Box of Red Ribbon"
33	"Box of Green Ribbon"
34	"Box of Blue Ribbon"
35	"Scroll of Fire Scream"
36	"Wing of Storm"
37	"Wing of Eternal"
38	"Wing of Illusion"
39	"Wing of Ruin"
40	"Cape of Emperor"
41	"Wing of Curse"
42	"Wind of Despair"
43	"Wing of Dimension"
44	"Crystal of Destruction"
45	"Crystal of Multi-Shot"
46	"Crystal of Recovery"
47	"Crystal of Flame Strike"
48	"Scroll of Chaotic Diseier"
49	"Cape of Fighter"
50	"Cape of Overrule"
60	"Seed (Fire)"
61	"Seed (Water)"
62	"Seed (Ice)"
63	"Seed (Wind)"
64	"Seed (Lightning)"
65	"Seed (Earth)"
70	"Sphere (Mono)"
71	"Sphere (Di)"
72	"Sphere (Tri)"
73	"Sphere (Tetra)"
74	"Sphere (Penta)"
100	"Seed Sphere (Fire)"
101	"Seed Sphere (Water)"
102	"Seed Sphere (Ice)"
103	"Seed Sphere (Wind)"
104	"Seed Sphere (Lightning)"
105	"Seed Sphere (Earth)"
106	"Seed Sphere (Fire)"
107	"Seed Sphere (Water)"
108	"Seed Sphere (Ice)"
109	"Seed Sphere (Wind)"
110	"Seed Sphere (Lightning)"
111	"Seed Sphere (Earth)"
112	"Seed Sphere (Fire)"
113	"Seed Sphere (Water)"
114	"Seed Sphere (Ice)"
115	"Seed Sphere (Wind)"
116	"Seed Sphere (Lightning)"
117	"Seed Sphere (Earth)"
118	"Seed Sphere (Fire)"
119	"Seed Sphere (Water)"
120	"Seed Sphere (Ice)"
121	"Seed Sphere (Wind)"
122	"Seed Sphere (Lightning)"
123	"Seed Sphere (Earth)"
124	"Seed Sphere (Fire)"
125	"Seed Sphere (Water)"
126	"Seed Sphere (Ice)"
127	"Seed Sphere (Wind)"
128	"Seed Sphere (Lightning)"
129	"Seed Sphere (Earth)"
130	"Small Cape of Lord"
131	"Small Wing of Curse"
132	"Small Wings of Elf"
133	"Small Wings of Heaven"
134	"Small Wings of Satan"
135	"Little Warrior's Cloak"
136	"Jewel of Life Bundle"
137	"Jewel of Creation Bundle"
138	"Jewel of Guardian Bundle"
139	"Gemstone Bundle"
140	"Jewel of Harmony Bundle"
141	"Jewel of Chaos Bundle"
142	"Lower Refining Stone Bundle"
143	"Higher Refining Stone Bundle"
144	"Mithril Fragment"
145	"Mithril"
146	"Elixir Fragment"
147	"Elixir"
148	"Mithril Fragment Bunch"
149	"Elixir Fragment Bunch"
150	"Jewel Combination Frame"
151	"Spirit Powder"
200	"Muren's Book of Magic"
201	"Scroll of Etramu"
202	"Lorencia Knights' Iron Shield"
203	"Iron Shield of the Magic"
204	"Hero Elixir"
205	"Brave Hero Elixir"
206	"Gladiator's Dagger"
207	"Merciless Gladiator's Dagger"
208	"Kundun's Madness Blade"
209	"Kundun's Magic Spell Scroll"
210	"Empire Guardians' Stronghold"
211	"Ancient Icarus Scroll"
212	"Arca's Prophecy"
213	"Antonia's Sword"
214	"Kundun's Seal Scroll"
215	"Pentagram for Beginners"
221	"Errtel of Anger"
231	"Errtel of Blessing"
241	"Errtel of Integrity"
251	"Errtel of Divinity"
261	"Errtel of Radiance"
262	"Cloak of Death"
263	"Wings of Chaos"
264	"Wings of Magic"
265	"Wings of Life"
266	"Wings of Conqueror"
267	"Wings of Angel and Devil"
268	"Wings of Conqueror"
269	"Cloak of Limit"
270	"Cloak of Transcendence"
271	"Spin Step Scroll"
272	"Obsidian Scroll"
273	"Magic Pin Scroll"
274	"Harsh Strike Scroll"
275	"Shining Peak Scroll"
276	"Wrath Scroll"
277	"Breche Scroll"
278	"Small Cloak of Limit"
288	"Elemental Rune"
end

13
0	"Guardian Angel"
1	"Imp"
2	"Horn of Uniria"
3	"Horn of Dinorant"
4	"Dark Horse"
5	"Dark Raven"
7	"Contract (Summon)"
8	"Ring of Ice"
9	"Ring of Poison"
10	"Transformation Ring"
11	"Order (Guardian/Life Stone)"
12	"Pendant of Lighting"
13	"Pendant of Fire"
14	"Loch's Feather"
15	"Fruits"
16	"Scroll of Archangel"
17	"Blood Bone"
18	"Invisibility Cloak"
19	"Absolute Weapon of Archangel"
20	"Wizards Ring"
21	"Ring of Fire"
22	"Ring of Earth"
23	"Ring of Wind"
24	"Ring of Magic"
25	"Pendant of Ice"
26	"Pendant of Wind"
27	"Pendant of Water"
28	"Pendant of Ability"
29	"Armor of Guardsman"
30	"Cape of Lord"
31	"Spirit"
32	"Splinter of Armor"
33	"Bless of Guardian"
34	"Claw of Beast"
35	"Fragment of Horn"
36	"Broken Horn"
37	"Horn of Fenrir"
38	"Moonstone Pendant"
39	"Eilte Transfer Skeleton Ring"
40	"Jack Olantern Ring"
41	"Transfer Christmas Ring"
42	"Ring of GM"
43	"Seal of Ascension"
44	"Seal of Wealth"
45	"Seal of Sustenance"
46	"Devil Square Ticket"
47	"Blood Castle Ticket"
48	"Kalima Ticket"
49	"Old Scroll"
50	"Illusion Sorcerer Covenant "
51	"Scroll of Blood"
52	"Condor Flame"
53	"Condor Feather"
54	"Reset Fruit Strength"
55	"Reset Fruit Quickness"
56	"Reset Fruit Health"
57	"Reset Fruit Energy"
58	"Reset Fruit Control"
59	"Seal of Mobility"
60	"Indulgence"
61	"Illusion Temple Ticket"
62	"Seal of Healing"
63	"Seal of Divinity"
64	"Demon"
65	"Spirit of Guardian"
66	"Invitation to Santa Village"
67	"Pet Rudolph"
68	"Snowman Transformation Ring"
69	"Talisman of Resurrection"
70	"Talisman of Mobility"
71	"Sword/Mace/Spear"
72	"Staff"
73	"Bow/Crossbow"
74	"Scepter"
75	"Stick"
76	"Panda Ring"
77	"Brown Panda Ring"
78	"Pink Panda Ring"
80	"Pet Panda"
81	"Talisman of Guardian"
82	"Talisman of Item Protection"
83	"Talisman of Wings of Satan"
84	"Talisman of Wings of Heaven"
85	"Talisman of Wings of Elf"
86	"Talisman of Wing of Curse"
87	"Talisman of Cape of Emperor"
88	"Talisman of Wings of Dragon"
89	"Talisman of Wings of Soul"
90	"Talisman of Wings of Spirits"
91	"Talisman of Wing of Despair"
92	"Talisman of Wings of Darkness"
93	"Master Seal of Ascension"
94	"Master Seal of Wealth"
95	"Gladiator's Honor"
96	"Seal of Strength"
103	"Party EXP Scroll"
104	"Max AG Boost Aura"
105	"Max SD Boost Aura"
106	"Pet Unicorn"
107	"Lethal Wizard's Ring"
109	"Sapphire Ring"
110	"Ruby Ring"
111	"Topaz Ring"
112	"Amethyst Ring"
113	"Ruby Necklace"
114	"Emerald Necklace"
115	"Sapphire Necklace"
116	"Seal of Wealth"
117	"Minimum Vitality Potion"
118	"Low Vitality Potion"
119	"Medium Vitality Potion"
120	"High Vitality Potion"
121	"Access Ticket to Chaos Castle"
122	"Skeleton Transformation Ring"
123	"Pet Skeleton"
124	"Paid Channel Access Ticket"
125	"Doppelganger"
126	"Access Ticket to Varka"
127	"Access Ticket to Varka Map 7"
128	"Hawk Figurine"
129	"Goat Figurine"
130	"Oak Charm"
131	"Maple Charm"
132	"Golden Oak Charm"
133	"Golden Maple Charm"
134	"Worn Horseshoe"
135	"1st Lucky Armor Ticket"
136	"1st Lucky Pants Ticket"
137	"1st Lucky Helm Ticket"
138	"1st Lucky Gloves Ticket"
139	"1st Lucky Boots Ticket"
140	"2nd Lucky Armor Ticket"
141	"2nd Lucky Pants Ticket"
142	"2nd Lucky Helm Ticket"
143	"2nd Lucky Gloves Ticket"
144	"2nd Lucky Boots Ticket"
145	"Spirit Map Fragment"
146	"Spirit Map"
147	"Trophies of Battle"
148	"Green Ink"
149	"Blue Ink"
150	"Red Ink"
151	"Parchment of Soul"
152	"Scroll of Green Oblivion"
153	"Scroll of Blue Oblivion"
154	"Scroll of Red Oblivion"
155	"Scroll of Gray Oblivion"
156	"Sealed Green Oblivion Scroll"
157	"Sealed Blue Oblivion Scroll"
158	"Sealed Red Oblivion  Scroll"
159	"Sealed Gray Oblivion Scroll"
160	"Protection Talisman"
161	"Cooperation Talisman"
163	"Robot Knight Ring"
164	"Mini Robot Ring"
165	"Great Heavenly Mage Ring"
169	"Decoration Ring"
170	"Blessed Decoration Ring"
171	"Necklace of Agony"
172	"Solid Symbol"
173	"Ring of Ultimatum"
174	"Ring of Block"
175	"Protector Protection Ring"
176	"Protection Ring"
177	"Talisman of Ascension I"
178	"Talisman of Ascension II"
179	"Talisman of Ascension III"
180	"Seal of Ascension II"
181	"Master Seal of Ascension II"
210	"WereRabbit Egg"
