//rIdx	Sub Index	Sub Group	Unk1	Group	Index	Name	Kind A	Kind B	Type	Two Hands	Drop Level	Slot	Skill Index	Width	Height	Damage Min	Damage Max	Successful Blocking	Defense	Attack Speed	Walk Speed	Durability	Magic Durability	Magic Power	Req Strength	Req Dexterity	Req Energy	Req Vitality	Req Command	Req Level	Item Value	Money	Set Attribute	Dark Wizard	Dark Knight	Fairy Elf	Magic Gladiator	Dark Lord	Summoner	Rage Fighter	Grow Lancer	Rune Wizard	Ice Resistance	Poison Resistance	Lightning Resistance	Fire Resistance	Earth Resistance	Wind Resistance	Water Resistance	Dump	Transaction	Personal Store	Store Warehouse	Sell to NPC	Unk2	Repair	Overlap	Unk3
67	11	4	0	2	2	"Flail"	1	5	1	0	22	0	0	1	3	22	32	0	0	15	0	32	0	0	80	50	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
68	12	4	0	2	3	"Great Hammer"	1	5	1	1	38	0	19	2	3	45	56	0	0	15	0	50	0	0	150	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
69	13	4	0	2	4	"Crystal Morning Star"	1	5	1	1	66	0	19	2	3	78	107	0	0	30	0	72	0	0	130	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
70	14	4	0	2	5	"Crystal Sword"	1	1	1	1	72	0	23	2	4	89	120	0	0	40	0	76	0	0	130	70	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
71	15	4	0	2	6	"Chaos Dragon Axe"	1	5	7	1	75	0	23	2	4	102	130	0	0	35	0	80	0	0	140	50	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//72	16	4	0	2	7	"Elemental Mace"	1	5	1	0	90	0	0	1	3	62	80	0	0	50	0	50	0	0	15	42	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//73	17	4	0	2	8	"Battle Scepter"	1	6	1	0	54	0	66	1	3	41	52	0	0	45	0	40	0	3	80	17	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//74	18	4	0	2	9	"Master Scepter"	1	6	1	0	72	0	66	1	3	57	68	0	0	45	0	45	0	20	87	18	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//75	19	4	0	2	10	"Great Scepter"	1	6	1	0	82	0	66	1	4	74	85	0	0	45	0	65	0	35	100	21	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//76	20	4	0	2	11	"Lord Scepter"	1	6	1	0	98	0	66	1	4	91	102	0	0	40	0	72	0	52	105	23	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//77	21	4	0	2	12	"Great Lord Scepter"	1	6	1	0	140	0	66	1	4	108	120	0	0	40	0	84	0	67	90	20	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//78	22	4	0	2	13	"Divine Scepter of Archangel"	1	6	6	0	150	0	66	1	4	200	223	0	0	45	0	90	0	138	75	16	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//79	23	4	0	2	14	"Soleil Scepter"	1	6	3	0	146	0	66	1	4	130	153	0	0	40	0	95	0	84	80	15	0	0	0	380	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//80	24	4	0	2	15	"Shining Scepter"	1	6	1	0	110	0	66	1	4	99	111	0	0	40	0	78	0	60	108	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//81	25	4	0	2	16	"Frost Mace"	1	5	2	0	121	0	0	1	3	106	146	0	0	50	0	80	0	0	27	19	0	0	0	380	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//82	26	4	0	2	17	"Absolute Scepter"	1	6	2	0	135	0	66	1	4	114	132	0	0	40	0	90	0	72	119	24	0	0	0	380	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//83	27	4	0	2	18	"Striker Scepter"	1	6	1	0	147	0	66	1	4	112	124	0	0	40	0	86	0	70	87	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//84	28	4	0	2	19	"Thunderbolt"	1	6	2	0	149	0	66	1	4	127	154	0	0	40	0	78	0	76	111	22	0	0	0	400	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//85	29	4	0	2	20	"Horn of Steal"	1	5	2	1	149	0	19	2	4	177	206	0	0	25	0	120	0	0	182	50	0	0	0	400	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//
81	0	6	0	3	0	"Light Spear"	1	7	1	1	42	0	22	2	4	50	63	0	0	25	0	56	0	0	60	70	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
82	1	6	0	3	1	"Spear"	1	7	1	1	23	0	0	2	4	30	41	0	0	30	0	42	0	0	70	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
83	2	6	0	3	2	"Dragon Lance"	1	7	1	1	15	0	0	2	4	21	33	0	0	30	0	34	0	0	70	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
84	3	6	0	3	3	"Giant Trident"	1	7	1	1	29	0	0	2	4	35	43	0	0	25	0	44	0	0	90	30	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
85	4	6	0	3	4	"Serpent Spear"	1	7	1	1	46	0	20	2	4	58	80	0	0	20	0	58	0	0	90	30	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
86	5	6	0	3	5	"Double Poleaxe"	1	7	1	1	13	0	0	2	4	19	31	0	0	30	0	38	0	0	70	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
87	6	6	0	3	6	"Halberd"	1	7	1	1	19	0	0	2	4	25	35	0	0	30	0	40	0	0	70	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
88	7	6	0	3	7	"Berdysh"	1	7	1	1	37	0	22	2	4	42	54	0	0	30	0	54	0	0	80	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
89	8	6	0	3	8	"Great Scythe"	1	7	1	1	54	0	22	2	4	71	92	0	0	25	0	68	0	0	90	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
90	9	6	0	3	9	"Bill of Balrog"	1	7	1	1	63	0	22	2	4	76	102	0	0	25	0	74	0	0	80	50	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//91	10	6	0	3	10	"Dragon Spear"	1	7	1	1	92	0	22	2	4	112	140	0	0	35	0	85	0	0	170	60	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//92	11	6	0	3	11	"Brova"	1	7	1	1	147	0	22	2	4	190	226	0	0	40	0	90	0	0	152	25	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//93	12	6	0	3	12	"Magmus Peer"	1	7	2	1	149	0	20	2	4	135	236	0	0	35	0	85	0	0	49	162	0	0	0	400	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//
115	0	8	0	4	0	"Short Bow"	1	8	1	1	2	1	24	1	3	3	5	0	0	30	0	20	0	0	20	80	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
116	1	8	0	4	1	"Bow"	1	8	1	1	8	1	24	1	3	9	13	0	0	30	0	24	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
117	2	8	0	4	2	"Elven Bow"	1	8	1	1	16	1	24	1	3	17	24	0	0	30	0	28	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
118	3	8	0	4	3	"Battle Bow"	1	8	1	1	26	1	24	1	3	28	37	0	0	30	0	36	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
119	4	8	0	4	4	"Tiger Bow"	1	8	1	1	40	1	24	1	4	42	52	0	0	30	0	43	0	0	30	100	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
120	5	8	0	4	5	"Silver Bow"	1	8	1	1	56	1	24	1	4	59	71	0	0	40	0	48	0	0	30	100	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
121	6	8	0	4	6	"Chaos Nature Bow"	1	8	7	1	75	1	24	1	4	88	106	0	0	35	0	68	0	0	40	150	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
122	7	8	0	4	7	"Bolt"	1	11	0	0	0	1	0	1	1	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	255	0
123	8	8	0	4	8	"Crossbow"	1	9	1	1	4	0	24	1	2	5	8	0	0	40	0	22	0	0	20	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
124	9	8	0	4	9	"Golden Crossbow"	1	9	1	1	12	0	24	1	2	13	19	0	0	40	0	26	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
125	10	8	0	4	10	"Arquebus"	1	9	1	1	20	0	24	1	2	22	30	0	0	40	0	31	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
126	11	8	0	4	11	"Light Crossbow"	1	9	1	1	32	0	24	1	3	35	44	0	0	40	0	40	0	0	30	90	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
127	12	8	0	4	12	"Serpent Crossbow"	1	9	1	1	48	0	24	1	3	50	61	0	0	40	0	45	0	0	30	100	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
128	13	8	0	4	13	"Bluewing Crossbow"	1	9	1	1	68	0	24	1	3	68	82	0	0	40	0	56	0	0	40	110	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
129	14	8	0	4	14	"Aquagold Crossbow"	1	9	1	1	72	0	24	1	3	78	92	0	0	30	0	60	0	0	50	130	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
130	15	8	0	4	15	"Arrow"	1	10	0	0	0	0	0	1	1	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	255	0
//131	16	8	0	4	16	"Saint Crossbow"	1	9	1	1	84	0	24	1	4	102	127	0	0	35	0	72	0	0	50	160	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//132	17	8	0	4	17	"Celestial Bow"	1	8	1	1	92	1	24	1	4	127	155	0	0	35	0	76	0	0	54	198	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
//133	18	8	0	4	18	"Divine Crossbow of Archangel"	1	9	6	1	100	0	24	1	3	224	246	0	0	45	0	200	0	0	40	110	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
//134	19	8	0	4	19	"Great Reign Crossbow"	1	9	1	1	100	0	24	1	3	150	172	0	0	40	0	80	0	0	61	285	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
