//rIdx	Sub Index	Sub Group	Unk1	Group	Index	Name	Kind A	Kind B	Type	Two Hands	Drop Level	Slot	Skill Index	Width	Height	Damage Min	Damage Max	Successful Blocking	Defense	Attack Speed	Walk Speed	Durability	Magic Durability	Magic Power	Req Strength	Req Dexterity	Req Energy	Req Vitality	Req Command	Req Level	Item Value	Money	Set Attribute	Dark Wizard	Dark Knight	Fairy Elf	Magic Gladiator	Dark Lord	Summoner	Rage Fighter	Grow Lancer	Rune Wizard	Ice Resistance	Poison Resistance	Lightning Resistance	Fire Resistance	Earth Resistance	Wind Resistance	Water Resistance	Dump	Transaction	Personal Store	Store Warehouse	Sell to NPC	Unk2	Repair	Overlap	Unk3
53	59	0	0	0	59	"Holyangel Claw"	14	3	1	0	180	0	270	1	2	277	287	0	0	35	0	100	0	0	88	28	0	0	0	800	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
54	60	0	0	0	60	"Divine Claw of Archangel"	1	3	6	0	100	0	270	1	3	121	130	0	0	35	0	160	0	0	68	23	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
55	61	0	0	0	61	"Blessed Divine Claw of Archangel"	1	3	8	0	200	0	270	1	3	136	147	0	0	35	0	160	0	0	60	22	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
56	0	2	0	1	0	"Small Axe"	1	4	1	0	1	0	0	1	3	1	6	0	0	20	0	18	0	0	50	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
57	1	2	0	1	1	"Hand Axe"	1	4	1	0	4	0	0	1	3	4	9	0	0	30	0	20	0	0	70	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
58	2	2	0	1	2	"Double Axe"	1	4	1	0	14	0	19	1	3	14	24	0	0	20	0	26	0	0	90	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
59	3	2	0	1	3	"Tomahawk"	1	4	1	0	18	0	19	1	3	18	28	0	0	30	0	28	0	0	100	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
60	4	2	0	1	4	"Elven Axe"	1	4	1	0	26	0	0	1	3	26	38	0	0	40	0	32	0	0	50	70	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
61	5	2	0	1	5	"Battle Axe"	1	4	1	1	30	0	19	2	3	36	44	0	0	20	0	36	0	0	120	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
62	6	2	0	1	6	"Nikea Axe"	1	4	1	1	34	0	19	2	3	38	50	0	0	30	0	44	0	0	130	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
63	7	2	0	1	7	"Larkan Axe"	1	4	1	1	46	0	19	2	3	54	67	0	0	25	0	55	0	0	140	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
64	8	2	0	1	8	"Crescent Axe"	1	4	1	1	54	0	19	2	3	69	89	0	0	30	0	65	0	0	100	40	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
65	9	4	0	2	0	"Mace"	1	5	1	0	7	0	0	1	3	7	13	0	0	15	0	21	0	0	100	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
66	10	4	0	2	1	"Morning Star"	1	5	1	0	13	0	19	1	3	13	22	0	0	15	0	25	0	0	100	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
67	11	4	0	2	2	"Flail"	1	5	1	0	22	0	0	1	3	22	32	0	0	15	0	32	0	0	80	50	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
68	12	4	0	2	3	"Great Hammer"	1	5	1	1	38	0	19	2	3	45	56	0	0	15	0	50	0	0	150	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
69	13	4	0	2	4	"Crystal Morning Star"	1	5	1	1	66	0	19	2	3	78	107	0	0	30	0	72	0	0	130	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
70	14	4	0	2	5	"Crystal Sword"	1	1	1	1	72	0	23	2	4	89	120	0	0	40	0	76	0	0	130	70	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
71	15	4	0	2	6	"Chaos Dragon Axe"	1	5	7	1	75	0	23	2	4	102	130	0	0	35	0	80	0	0	140	50	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
72	16	4	0	2	7	"Elemental Mace"	1	5	1	0	90	0	0	1	3	62	80	0	0	50	0	50	0	0	15	42	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
73	17	4	0	2	8	"Battle Scepter"	1	6	1	0	54	0	66	1	3	41	52	0	0	45	0	40	0	3	80	17	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
74	18	4	0	2	9	"Master Scepter"	1	6	1	0	72	0	66	1	3	57	68	0	0	45	0	45	0	20	87	18	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
75	19	4	0	2	10	"Great Scepter"	1	6	1	0	82	0	66	1	4	74	85	0	0	45	0	65	0	35	100	21	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
76	20	4	0	2	11	"Lord Scepter"	1	6	1	0	98	0	66	1	4	91	102	0	0	40	0	72	0	52	105	23	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
77	21	4	0	2	12	"Great Lord Scepter"	1	6	1	0	140	0	66	1	4	108	120	0	0	40	0	84	0	67	90	20	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
78	22	4	0	2	13	"Divine Scepter of Archangel"	1	6	6	0	150	0	66	1	4	200	223	0	0	45	0	90	0	138	75	16	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
79	23	4	0	2	14	"Soleil Scepter"	1	6	3	0	146	0	66	1	4	130	153	0	0	40	0	95	0	84	80	15	0	0	0	380	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
80	24	4	0	2	15	"Shining Scepter"	1	6	1	0	110	0	66	1	4	99	111	0	0	40	0	78	0	60	108	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
81	25	4	0	2	16	"Frost Mace"	1	5	2	0	121	0	0	1	3	106	146	0	0	50	0	80	0	0	27	19	0	0	0	380	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
82	26	4	0	2	17	"Absolute Scepter"	1	6	2	0	135	0	66	1	4	114	132	0	0	40	0	90	0	72	119	24	0	0	0	380	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
83	27	4	0	2	18	"Striker Scepter"	1	6	1	0	147	0	66	1	4	112	124	0	0	40	0	86	0	70	87	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
84	28	4	0	2	19	"Thunderbolt"	1	6	2	0	149	0	66	1	4	127	154	0	0	40	0	78	0	76	111	22	0	0	0	400	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
85	29	4	0	2	20	"Horn of Steal"	1	5	2	1	149	0	19	2	4	177	206	0	0	25	0	120	0	0	182	50	0	0	0	400	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
86	30	4	0	2	21	"Master Scepter-J"	1	6	5	0	72	0	66	1	3	57	68	0	0	50	0	45	0	20	87	18	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
87	31	4	0	2	22	"Bloodangel Scepter"	14	6	1	0	150	0	66	1	4	188	200	0	0	40	0	100	0	104	114	23	0	0	0	400	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
88	32	4	0	2	25	"Blessed Divine Arch Scepter"	1	6	8	0	200	0	66	1	4	331	341	0	0	45	0	170	0	175	75	16	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
89	4	0	0	2	26	"Darkangel Scepter"	14	6	1	0	160	0	66	1	4	223	233	0	0	40	0	100	0	114	114	23	0	0	0	600	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
90	27	4	0	2	27	"Holyangel Scepter"	14	6	1	0	180	0	66	1	4	318	330	0	0	40	0	100	0	134	105	22	0	0	0	800	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
0	28	4	0	2	28	"Elemental Runic Mace"	1	78	1	0	52	0	0	1	3	22	23	0	0	50	0	50	0	58	10	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
0	29	4	0	2	29	"Elhaz Runic Mace"	1	78	1	0	90	0	0	1	3	55	59	0	0	50	0	85	0	103	32	17	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
0	30	4	0	2	30	"Frost Runic Mace"	1	78	2	0	122	0	0	1	3	62	66	0	0	50	0	80	0	100	32	12	90	0	0	380	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
0	31	4	0	2	31	"Light Lord Runic Mace"	1	78	2	0	148	0	0	1	3	72	74	0	0	50	0	95	0	108	35	14	110	0	0	400	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
0	32	4	0	2	32	"Bloodangel Runic Mace"	14	78	1	0	150	0	0	1	3	95	101	0	0	50	0	100	0	122	42	14	129	0	0	400	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
0	33	4	0	2	33	"Darkangel Runic Mace"	14	78	1	0	160	0	0	1	3	125	131	0	0	50	0	100	0	136	42	14	129	0	0	600	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
0	34	4	0	2	34	"Divine Runic of Archangel"	1	78	6	0	104	0	0	1	3	158	170	0	0	50	0	182	0	142	32	4	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
0	35	4	0	2	35	"Blessed Divine of Archangel"	1	78	8	0	200	0	0	1	3	158	170	0	0	50	0	182	0	160	28	4	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
0	36	4	0	2	36	"Soul Scepter"	14	6	1	0	200	0	66	1	4	403	416	0	0	40	0	0	0	154	98	21	0	0	0	900	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
0	37	4	0	2	37	"Elemental Runic Mace (Bound)"	1	78	5	0	52	0	0	1	3	22	23	0	0	50	0	50	0	47	50	50	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
0	38	4	0	2	38	"Holyangel Runic Mace"	14	78	1	0	180	0	0	1	3	135	141	0	0	50	0	100	0	152	42	14	129	0	0	800	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
//0	39	4	0	2	39	"Soul Runic Mace"	14	78	1	0	200	0	0	1	3	145	151	0	0	50	0	100	0	174	39	13	120	0	0	900	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0
//0	40	4	0	2	40	"Blue Eye Scepter"	14	6	1	0	220	0	66	1	4	490	504	0	0	40	0	0	0	154	398	94	0	0	0	1000	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0
