//Monester Configuration by CzF Team
//Credits to eRRoR, Cubars, Unicorn
//Version 1.02K

//Lorencia																								
//index 	rate	name	Level	HP	MP	damagemin	damagemax	defence	magicdefence	attackrating	successfulbloking	moverange 	attacktype	attackrange	viewrange	movespeed	attackspeed	regentime	attribute	itemrate	moneyrate	maxItemlevel	skill	µ¶	¾óÀ½	¹ø°³	ºÒ
5	1	"Hell Hound"	38	1400	0	125	130	55	0	190	45	3	0	1	4	400	1200	10	2	190	14	6	0	1	1	1	3
13	1	"Hell Spider"	40	1600	0	130	135	60	0	200	47	3	11	4	7	400	1600	10	2	190	14	6	0	3	1	1	1
16	1	"EliteSkeleton"	42	1800	0	135	140	65	0	210	49	2	0	1	4	400	1600	10	2	190	14	4	0	1	1	1	1
45	1	"Bahamut"	43	2400	0	130	140	65	0	215	52	2	0	1	4	400	1600	8	2	185	14	3	0	1	1	1	1
9	1	"Thunder Lich"	44	2000	0	140	145	70	0	220	55	3	3	4	7	400	2200	10	2	190	14	3	0	2	2	3	2
46	1	"Vepar"	        45	2800	0	135	145	70	0	225	58	3	17	4	7	400	1600	8	2	185	14	3	0	2	2	3	2
8	1	"Poison Bull Fighter"	46	2500	0	145	150	75	0	230	61	3	1	1	5	400	1400	10	2	190	14	3	0	6	2	2	2
47	1	"Valkyrie"	46	3200	0	140	150	75	0	230	64	3	0	5	7	400	1800	8	2	185	14	3	0	6	2	2	2
36	1	"Shadow"	47	2800	0	148	153	78	0	235	67	3	0	1	5	400	1400	10	2	200	14	3	0	3	3	3	5
10	1	"Dark Knight"	48	3000	0	150	155	80	0	240	70	3	0	1	5	400	1400	10	2	200	14	3	0	3	3	3	5
39	1	"Poison Shadow"	50	3500	0	155	160	85	0	250	73	3	1	1	5	400	1400	10	2	200	14	3	0	6	4	4	6
34	1	"Cursed Wizard"	54	4000	0	160	170	95	0	270	80	3	3	4	7	400	2000	10	2	200	14	3	0	5	5	7	7
41	1	"Death Cow"	57	4500	0	170	180	110	0	285	85	3	0	1	7	400	1600	10	2	200	14	3	0	5	5	5	7
37	1	"Devil"	        60	5000	0	180	195	115	0	300	88	3	3	4	7	400	2000	10	2	200	14	3	0	5	5	5	7
40	1	"Death Knight"	62	5500	0	190	200	120	0	310	91	3	0	1	7	400	1800	10	2	200	14	3	0	6	6	6	7
35	1	"Death Gorgon"	64	6000	0	200	210	130	0	320	94	3	150	1	7	400	2000	10	2	180	14	3	0	6	6	6	8
51	1	"Great Bahamut"	66	7000	0	210	230	150	0	330	98	3	0	2	7	400	1600	15	2	175	14	3	0	6	6	6	6
52	1	"Silver Valkyrie"	68	8000	0	230	260	170	0	340	110	3	7	4	7	400	1600	15	2	175	14	3	0	7	7	7	7
48	1	"Lizard King"	70	9000	0	240	270	180	0	350	115	3	3	3	7	400	1600	15	2	175	14	3	0	7	7	7	7
62	1	"Mutant"	72	10000	0	250	280	190	0	365	120	3	0	1	7	400	1400	10	2	170	30	3	0	8	8	8	8
69	1	"Aquamos"	75	11500	0	255	290	195	0	385	125	3	17	5	5	400	1400	10	2	160	14	3	0	9	9	11	9
60	1	"Bloody Wolf"	76	13500	0	260	300	200	0	410	130	3	0	2	7	400	1400	10	2	170	30	3	0	8	8	8	8
71	1	"Mega Crust"	78	15000	0	270	320	210	0	430	140	3	0	1	5	400	1400	10	2	160	14	3	0	9	9	12	9
57	1	"Iron Wheel"	80	17000	0	280	330	215	0	446	150	3	0	4	7	400	1400	10	2	160	30	3	0	9	9	9	9
70	1	"Queen Rainer"	82	19000	0	305	350	230	0	475	160	3	17	3	5	400	1400	10	2	160	14	3	0	9	11	12	9
58	1	"Tantallos"	83	22000	0	335	385	250	0	500	175	3	150	2	7	400	1400	20	2	160	30	3	0	9	9	9	9
61	1	"Vim Knight"	84	25000	0	375	425	275	0	530	190	3	17	4	7	400	1400	20	2	160	30	3	0	10	10	10	10
73	1	"Drakan"	86	29000	0	425	480	305	0	570	210	3	150	5	5	400	1400	20	2	160	14	3	0	12	12	13	12
74	1	"Alpha Crust"	92	34500	0	489	540	360	0	620	240	3	0	1	5	400	1400	10	2	160	14	3	0	13	13	14	13
72	1	"PhantomKnight"	96	41000	0	560	610	430	0	690	270	3	150	2	5	400	1400	30	2	150	14	3	0	14	14	16	14
75	1	"Gaint Drakan"	100	50000	0	580	640	500	0	820	305	3	150	5	5	400	1400	30	2	140	14	3	0	15	15	17	18

//Boss
//Index	Rate	Name			Level	HP	MP	DamMin	DamMax	Defence	Magic	Attack	Success	MoveRg	A.Type	A.Range	V.Range	MoveSP	A.Speed	RegTime	Attrib	ItemRat	M.Rate	MaxItem	Skill
																										
25	1	"Ice Queen"		52	4000	0	155	165	90	0	260	76	3	11	4	7	400	1400	50	2	180	14	3	0	4	5	4	4
18	1	"Gorgon"		55	6000	0	165	175	100	0	275	82	3	0	1	7	400	1600	150	2	160	14	3	0	6	6	6	6
38	1	"Barlog"		66	9000	0	220	240	160	0	330	99	3	150	2	7	400	1600	150	2	160	14	3	0	10	10	10	15
49	1	"Hydra"	        	74	19000	0	250	310	200	0	430	125	3	150	4	7	400	1400	150	2	175	14	3	0	12	12	12	12
59	1	"Zaikan"		90	34000	0	510	690	400	0	550	185	3	150	5	7	400	1400	150	2	160	30	3	0	13	13	13	15
63	1	"Deathvim Knight"	93	40000	0	590	750	420	0	575	220	3	150	5	7	400	1400	150	2	130	30	3	0	13	13	13	17
76	1	"Dark Phoenix Shield"	111	73000	0	850	960	580	0	840	305	3	3	3	5	400	1400	10	2	190	14	3	0	30	30	35	30
77	1	"Phoenix of Darkness"	113	95000	0	950	1000	600	0	900	350	1	150	6	7	400	1500	150	2	120	14	4	0	30	30	35	30
																											
//Kalima 1 (50 ~ 119)
//Index	Rate	Name			Level	HP	MP	DamMin	DamMax	Defence	Magic	Attack	Success	MoveRg	A.Type	A.Range	V.Range	MoveSP	A.Speed	RegTime	Attrib	ItemRat	M.Rate	MaxItem	Skill
																											
147	1	"Aegis"	        27	990	0	95	114	39	0	145	39	3	17	1	7	500	1500	10	2	100	0	3	0	8	8	8	8
148	1	"Lord centurion"	29	1100	0	100	120	41	0	155	41	3	17	2	5	500	1500	10	2	100	0	3	0	9	9	9	9
146	1	"Bloody soldier"	32	1250	0	105	125	45	0	168	44	3	17	6	7	500	1500	10	2	90	0	3	0	10	10	10	10
144	1	"Death Angel"	34	1550	0	115	130	50	0	185	49	3	17	6	7	500	1500	10	2	80	0	3	0	11	11	11	11
149	1	"Necron"	38	1950	0	125	140	59	0	205	53	3	17	2	5	500	1500	10	2	80	0	3	0	12	12	12	12
145	1	"death Centurion"	43	2300	0	135	150	70	0	225	62	3	17	6	7	500	1500	10	2	70	0	3	0	13	13	13	13
160	1	"Schriker"	50	3200	0	155	174	90	0	260	78	3	17	6	7	500	1600	10	2	70	0	4	0	14	14	14	14
161	1	"Illusion Kundun"	65	15000	0	200	400	150	0	300	100	3	150	10	7	800	1700	3600	2	100	0	4	0	30	30	30	30
																											
//Kalima 2 (120 ~ 179)
//Index	Rate	Name			Level	HP	MP	DamMin	DamMax	Defence	Magic	Attack	Success	MoveRg	A.Type	A.Range	V.Range	MoveSP	A.Speed	RegTime	Attrib	ItemRat	M.Rate	MaxItem	Skill
																											
177	1	"Aegis"	        42	2050	0	135	150	68	0	220	54	3	17	1	7	500	1500	10	2	100	0	3	0	11	11	11	11
178	1	"Lord centurion"	44	2350	0	140	155	75	0	230	60	3	17	2	5	500	1500	10	2	100	0	3	0	12	12	12	12
176	1	"Bloody soldier"	47	2700	0	145	160	81	0	245	67	3	17	6	7	500	1500	10	2	90	0	3	0	13	13	13	13
174	1	"Death Angel"	50	3200	0	155	170	90	0	260	74	3	17	6	7	500	1500	10	2	80	0	3	0	14	14	14	14
179	1	"Necron"	53	3900	0	167	180	100	0	280	81	3	17	2	5	500	1500	10	2	80	0	3	0	15	15	15	15
175	1	"death Centurion"	58	4900	0	180	200	117	0	310	91	3	17	6	7	500	1500	10	2	70	0	3	0	16	16	16	16
180	1	"Schriker"	65	8450	0	205	230	145	0	335	100	3	17	6	7	500	1600	10	2	70	0	4	0	17	17	17	17
181	1	"Illusion Kundun"	80	30000	0	400	600	200	0	400	150	3	150	10	7	800	1700	3600	2	100	0	4	0	35	35	35	35
																											
//Kalima 3 (180 ~ 239)	
//Index	Rate	Name			Level	HP	MP	DamMin	DamMax	Defence	Magic	Attack	Success	MoveRg	A.Type	A.Range	V.Range	MoveSP	A.Speed	RegTime	Attrib	ItemRat	M.Rate	MaxItem	Skill
																										
185	1	"Aegis"	        57	4800	0	170	190	115	0	295	90	3	17	1	7	500	1500	10	2	100	0	3	0	14	14	14	14
186	1	"Lord centurion"	59	5110	0	180	200	120	0	315	95	3	17	2	5	500	1500	10	2	100	0	3	0	15	15	15	15
184	1	"Bloody soldier"	62	5730	0	190	215	130	0	330	99	3	17	6	7	500	1500	10	2	90	0	3	0	16	16	16	16
182	1	"Death Angel"	65	6750	0	205	240	145	0	350	107	3	17	6	7	500	1500	10	2	80	0	3	0	17	17	17	17
187	1	"Necron"	68	8450	0	230	275	170	0	375	117	3	17	2	5	500	1500	10	2	80	0	3	0	18	18	18	18
183	1	"death Centurion"	73	11600	0	260	310	198	0	406	129	3	17	6	7	500	1500	10	2	70	0	3	0	19	19	19	19
188	1	"Schriker"	80	17500	0	335	355	225	0	465	155	3	17	6	7	500	1600	10	2	70	0	4	0	20	20	20	20
189	1	"Illusion Kundun"	95	60000	0	600	800	400	0	600	200	3	150	10	7	800	1700	3600	2	100	0	4	0	40	40	40	40
																											
//Kalima 4 (240 ~ 299)
//Index	Rate	Name			Level	HP	MP	DamMin	DamMax	Defence	Magic	Attack	Success	MoveRg	A.Type	A.Range	V.Range	MoveSP	A.Speed	RegTime	Attrib	ItemRat	M.Rate	MaxItem	Skill
																											
193	1	"Aegis"	       		72	10000	0	245	290	190	0	390	125	3	17	1	7	500	1500	10	2	100	0	3	0	17	17	17	17
194	1	"Lord centurion"	74	11700	0	265	310	200	0	410	130	3	17	2	5	500	1500	10	2	100	0	3	0	18	18	18	18
192	1	"Bloody soldier"	77	14000	0	295	330	215	0	430	140	3	17	6	7	500	1500	10	2	90	0	3	0	19	19	19	19
190	1	"Death Angel"		80	17500	0	335	370	235	0	465	155	3	17	6	7	500	1500	10	2	80	0	3	0	20	20	20	20
195	1	"Necron"		83	23000	0	390	420	275	0	530	180	3	17	2	5	500	1500	10	2	80	0	3	0	21	21	21	21
191	1	"death Centurion"	88	32000	0	460	530	330	0	610	215	3	17	6	7	500	1500	10	2	70	0	3	0	22	22	22	22
196	1	"Schriker"		95	43000	0	530	640	415	0	700	255	3	17	6	7	500	1600	10	2	70	0	4	0	23	23	23	23
197	1	"Illusion Kundun"	110	80000	0	800	1000	600	0	800	300	3	150	10	7	800	1700	3600	2	100	0	4	0	45	45	45	45
																											
//Kalima 5 (300 ~ 349)	
//Index	Rate	Name			Level	HP	MP	DamMin	DamMax	Defence	Magic	Attack	Success	MoveRg	A.Type	A.Range	V.Range	MoveSP	A.Speed	RegTime	Attrib	ItemRat	M.Rate	MaxItem	Skill
																										
263	1	"Aegis"	        	87	29000	0	450	510	325	0	600	220	3	17	1	7	500	1500	10	2	100	0	3	17	20	20	20	20
264	1	"Lord centurion"	89	32000	0	470	550	340	0	625	230	3	17	2	5	500	1500	10	2	100	0	3	0	21	21	21	21
262	1	"Bloody soldier"	92	36500	0	490	586	370	0	670	245	3	17	6	7	500	1500	10	2	90	0	3	0	22	22	22	22
260	1	"Death Angel"		95	43000	0	530	630	415	0	720	262	3	17	6	7	500	1500	10	2	80	0	3	20	23	23	23	23
265	1	"Necron"		98	50000	0	575	690	455	0	790	285	3	17	2	5	500	1500	10	2	80	0	3	21	24	24	24	24
261	1	"death Centurion"	103	58000	0	640	742	525	0	880	315	3	17	6	7	500	1500	10	2	70	0	3	0	25	25	25	25
266	1	"Schriker"		111	68500	0	740	810	615	0	960	365	3	17	6	7	500	1600	10	2	70	0	4	23	26	26	26	26
267	1	"Illusion Kundun"	125	100000	0	1000	1200	800	0	1050	500	3	150	10	7	800	1700	3600	2	100	0	4	0	50	50	50	50
																											
//Kalima 6 (350 ~ 400)
//Index	Rate	Name			Level	HP	MP	DamMin	DamMax	Defence	Magic	Attack	Success	MoveRg	A.Type	A.Range	V.Range	MoveSP	A.Speed	RegTime	Attrib	ItemRat	M.Rate	MaxItem	Skill
																											
271	1	"Aegis"	        	104	62000	0	645	705	540	0	1000	320	3	17	1	7	500	1500	10	2	100	0	3	17	23	23	23	23
272	1	"Lord centurion"	107	66500	0	665	745	555	0	1000	330	3	17	2	5	500	1500	10	2	100	0	3	0	24	24	24	24
270	1	"Bloody soldier"	110	73000	0	705	801	585	0	1000	345	3	17	6	7	500	1500	10	2	90	0	3	0	25	25	25	25
268	1	"Death Angel"		114	80000	0	750	850	630	0	1000	370	3	17	6	7	500	1500	10	2	80	0	3	20	26	26	26	26
273	1	"Necron"		118	88000	0	815	930	670	0	1070	393	3	17	2	5	500	1500	10	2	80	0	3	21	27	27	27	27
269	1	"death Centurion"	122	98500	0	900	1017	740	0	1100	423	3	17	6	7	500	1500	10	2	70	0	3	0	28	28	28	28
274	1	"Schriker"		131	135000	0	1020	1120	830	0	1140	473	3	17	6	7	500	1600	10	2	70	0	4	23	29	29	29	29
338 	1 	"Relics of Kundun"  	140 	550000 	0 	1350  	1600  	1100  	0 	1250 	600 	3 	150 	2 	7 	400 	1400 	7200 	2	160   	14 	3 	0 	1500	1500 	1500 	1500

//Kalima 7 (Lost Kalima)

//Index	Rate	Name			Level	HP	MP	DamMin	DamMax	Defence	Magic	Attack	Success	MoveRg	A.Type	A.Range	V.Range	MoveSP	A.Speed	RegTime	Attrib	ItemRat	M.Rate	MaxItem	Skill
331 	1 	"Aegis"   		114	82000	0	745	805	540	0	1020	320	3	17	1	7	500	1500	10	2	100	0	3	17	23	23	23	23
332 	1 	"Lord Centurion"     	117	86500	0	765	845	555	0	1020	330	3	17	2	5	500	1500	10	2	100	0	3	0	24	24	24	24
333	1 	"Bloody Soldier" 	118	93000	0	805	901	585	0	1020	345	3	17	6	7	500	1500	10	2	90	0	3	0	25	25	25	25
334 	1 	"Death Angel"		120	100000	0	850	950	630	0	1020	370	3	17	6	7	500	1500	10	2	80	0	3	20	26	26	26	26
335 	1 	"Necron" 		125	108000	0	915	1030	670	0	1090	393	3	17	2	5	500	1500	10	2	80	0	3	21	27	27	27	27
336 	1 	"Death Centurion"   	128	118500	0	1000	1117	740	0	1160	423	3	17	6	7	500	1500	10	2	70	0	3	0	28	28	28	28
337 	1 	"Schriker" 		137	155000	0	1120	1220	830	0	1300	473	3	17	6	7	500	1600	10	2	70	0	4	23	29	29	29	29
275	1 	"Kundun Demon"  	148 	750000 	0 	1450  	1700  	1200  	0 	1400 	700 	3 	150 	2 	7 	400 	1400 	21600 	2	160   	14 	3 	0 	5000	5000	5000	5000

//Kalima Gates
//Index	Rate	Name			Level	HP	   MP	DamMin	DamMax	Defence	Magic	Attack	Success	MoveRg	A.Type	A.Range	V.Range	MoveSP	A.Speed	RegTime	Attrib	ItemRat	M.Rate	MaxItem	Skill
152 	1 	"Gate Stone of %s "	2	9999999999 0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9
153 	1 	"Gate Stone of %s "	2	30000	   0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9
154 	1 	"Gate Stone of %s "	2	40000	   0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9
155 	1 	"Gate Stone of %s "	2	900000	   0	0	0	0	90000	90000	90000	90000	0	90000	90000	90000	90000	90000	90000	90000	0	0	0	9	9	9	9
156 	1 	"Gate Stone of %s "	2	60000	   0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9
157 	1 	"Gate Stone of %s "	2	70000	   0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9
158 	1 	"Gate Stone of %s "	1 	8000	   0 	80 	80 	50 	0 	50 	50 	1 	150 	2 	7 	400 	1500 	150 	2 	120 	14 	4 	0 	9 	9 	9 	9 
																											
//mostri speciali devil square																											
64	1	"Orc Archer"	70	10000	0	220	250	170	0	350	115	3	0	4	7	400	1600	10	2	200	14	3	0	7	7	7	7
65	1	"Elite Orc"	74	14000	0	260	290	190	0	400	125	3	150	1	7	400	2000	100	2	180	14	3	0	8	8	8	8
67	1	"Metal Barlog"	77	26000	0	300	360	220	0	385	150	3	150	2	7	400	1600	200	2	160	14	3	0	9	9	9	9
66	1	"Cursed King"	86	38000	0	500	570	350	0	525	200	3	150	4	7	400	1400	70	2	200	30	3	0	17	17	17	17

//Blood Castle 1 (15 ~ 80)																											
84	1	"King Orc"	33	1100	0	100	120	55	0	190	45	3	0	1	3	400	2000	10	2	300	200	3	0	0	0	0	0
85	1	"Orc Archer"	37	1400	0	110	130	65	0	210	49	3	0	5	7	400	1600	10	2	300	200	3	0	0	0	0	0
86	1	"Spirit Soldier"	41	1700	0	120	140	75	0	230	61	3	0	1	3	400	2000	10	2	250	150	3	0	0	0	0	0
87	1	"Spirit Beast"	44	2100	0	130	150	85	0	250	73	3	17	5	7	400	1600	10	2	250	150	3	0	0	0	0	0
88	1	"Spirit Knight"	47	2800	0	140	160	95	0	270	77	3	0	1	3	400	2000	10	2	200	100	3	0	0	0	0	0
89	1	"Spirit Sourcerer"	51	3700	0	150	180	115	0	300	88	4	150	4	6	400	1600	10	2	150	50	4	0	3	3	3	3

//Blood Castle 2 (81 ~ 130)																											
90	1	"King Orc"	49	3500	0	140	170	90	0	250	76	3	0	1	3	400	2000	10	2	300	200	3	0	1	1	1	1
91	1	"Orc Archer"	53	4100	0	150	180	100	0	275	80	3	0	5	7	400	1600	10	2	300	200	3	0	1	1	1	1
92	1	"Spirit Soldier"	56	5000	0	160	190	115	0	300	88	3	0	1	3	400	2000	10	2	250	150	3	0	1	1	1	1
93	1	"Spirit Beast"	60	6000	0	175	210	130	0	320	95	3	17	5	7	400	1600	10	2	250	150	3	0	1	1	1	1
94	1	"Spirit Knight"	64	7000	0	185	220	170	0	360	110	3	0	1	3	400	2000	10	2	200	100	3	0	1	1	1	1
95	1	"Spirit Sourcerer"	69	8000	0	200	240	190	0	400	130	4	150	4	6	400	1800	10	2	150	50	4	0	4	4	4	4

//Blood Castle 3 (131 ~ 180)																											
96	1	"King Orc"	56	5000	0	160	180	110	0	300	85	3	0	1	3	400	2000	10	2	300	200	3	0	2	2	2	2
97	1	"Orc Archer"	61	6500	0	180	200	120	0	330	93	3	0	5	7	400	1600	10	2	300	200	3	0	2	2	2	2
98	1	"Spirit Soldier"	66	8000	0	190	220	150	0	360	98	3	0	1	3	400	2000	10	2	250	150	3	0	2	2	2	2
99	1	"Spirit Beast"	70	9500	0	210	240	180	0	400	115	3	17	5	7	400	1600	10	2	250	150	3	0	2	2	2	2
111	1	"Spirit Knight"	74	12000	0	220	260	190	0	440	130	3	0	1	3	400	2000	10	2	200	100	3	0	2	2	2	2
112	1	"Spirit Sourcerer"	79	15000	0	230	280	240	0	500	180	4	150	4	6	400	1800	10	2	150	50	4	0	5	5	5	5

//Blood Castle 4 (181 ~ 230)																											
113	1	"King Orc"	64	7500	0	180	220	150	0	340	98	3	0	1	3	400	2000	10	2	300	200	3	0	4	4	4	4
114	1	"Orc Archer"	69	9500	0	200	240	170	0	380	110	3	0	5	7	400	1600	10	2	300	200	3	0	4	4	4	4
115	1	"Spirit Soldier"	75	12000	0	220	260	190	0	440	130	3	0	1	3	400	2000	10	2	250	150	3	0	4	4	4	4
116	1	"Spirit Beast"	79	15000	0	250	290	210	0	500	150	3	17	5	7	400	1600	10	2	250	150	3	0	4	4	4	4
117	1	"Spirit Knight"	82	18000	0	270	320	290	0	560	170	3	0	1	3	400	2000	10	2	200	100	3	0	4	4	4	4
118	1	"Spirit Sourcerer"	84	24000	0	300	350	360	0	640	200	4	150	4	6	400	1800	10	2	150	50	4	0	7	7	7	7

//Blood Castle 5 (231 ~ 280)																											
119	1	"King Orc"	70	12000	0	210	270	185	0	380	125	3	0	1	3	400	2000	10	2	300	200	3	0	5	5	5	5
120	1	"Orc Archer"	75	15000	0	240	300	190	0	420	130	3	0	5	7	400	1600	10	2	300	200	3	0	5	5	5	5
121	1	"Spirit Soldier"	80	19000	0	280	340	220	0	470	175	3	0	1	3	400	2000	10	2	250	150	3	0	5	5	5	5
122	1	"Spirit Beast"	85	23000	0	340	390	300	0	520	190	3	17	5	7	400	1600	10	2	250	150	3	0	5	5	5	5
123	1	"Spirit Knight"	87	26000	0	370	410	400	0	650	200	3	0	1	3	400	2000	10	2	200	100	3	0	5	5	5	5
124	1	"Spirit Sourcerer"	90	32000	0	400	460	450	0	720	260	4	150	4	6	400	1800	10	2	150	50	4	0	8	8	8	8

//Blood Castle 6 (281 ~ 330)																											
125	1	"King Orc"	76	17000	0	260	290	210	0	460	150	3	0	1	3	400	2000	10	2	300	200	3	0	6	6	6	6
126	1	"Orc Archer"	81	20000	0	320	350	270	0	520	160	3	0	5	7	400	1600	10	2	300	200	3	0	6	6	6	6
127	1	"Spirit Soldier"	86	25000	0	390	420	360	0	580	195	3	0	1	3	400	2000	10	2	250	150	3	0	6	6	6	6
128	1	"Spirit Beast"	90	32000	0	440	500	400	0	660	230	3	17	5	7	400	1600	10	2	250	150	3	0	6	6	6	6
129	1	"Spirit Knight"	94	38000	0	480	540	450	0	720	260	3	0	1	3	400	2000	10	2	200	100	3	0	6	6	6	6
130	1	"Spirit Sourcerer"	99	47000	0	530	580	500	0	840	280	4	150	4	6	400	1800	10	2	150	50	4	0	9	9	9	9

//Blood Castle 7 (331 ~ 400)																											
138	1	"King Orc"	85	23000	0	340	390	340	0	520	190	3	0	1	3	400	2000	10	2	300	200	3	0	7	7	7	7
139	1	"Orc Archer"	87	26000	0	390	430	380	0	590	200	3	0	5	7	400	1600	10	2	300	200	3	0	7	7	7	7
140	1	"Spirit Soldier"	90	32000	0	430	480	400	0	660	230	3	0	1	3	400	2000	10	2	250	150	3	0	7	7	7	7
141	1	"Spirit Beast"	93	37000	0	470	520	440	0	730	250	3	17	5	7	400	1600	10	2	250	150	3	0	7	7	7	7
142	1	"Spirit Knight"	98	45000	0	510	560	490	0	800	270	3	0	1	3	400	2000	10	2	200	100	3	0	7	7	7	7
143	1	"Spirit Sourcerer"	102	55000	0	560	600	550	0	870	310	4	150	4	6	400	1800	10	2	150	50	4	0	10	10	10	10


//Blood Castle NPC																											
131	1	"Gate1"	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100																											
132	1	"Gate2"	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100																										
133	1	"Gate3"	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100																										
134	1	"Gate4"	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100

//Land of Trials																											
294	1	"Lizard Warrior"	75	11500	0	255	290	195	0	700	125	3	0	1	5	400	1400	10	2	170	14	3	0	25	25	25	25
290	1	"Fire Golem"	78	15000	0	270	320	210	0	800	140	3	0	1	5	400	1400	10	2	170	14	3	0	26	26	26	26
293	1	"Queen Bee"	84	25000	0	375	425	275	0	830	190	3	17	4	6	500	2000	10	2	160	30	3	0	27	27	27	27
292	1	"Posion Golem"	92	34500	0	489	540	360	0	900	240	3	3	5	5	500	2000	10	2	160	14	3	0	28	28	28	28
