////////////////////////////////////////////////////////////////////////////////																													
// Text Ver. 1.1.3.8																													
// Version 1.01  - T辑滚																													
// Version 1.02.00++  - M辑滚																													
// 弥辆 累诀磊 - 捞刮沥																													
// 弥辆 累诀老 - 2005-12-07  11:05:20 AM																													
// 郴侩 : 奇副 胶懦 _ 昏力(付唱樊, 掉饭捞荐沥, AG 眠啊)																													
////////////////////////////////////////////////////////////////////////////////																													
																													
//加己1 [-1(绝澜), 0(倔澜), 1(刀), 2(锅俺), 3(阂), 4(顶), 5(官恩), 6(拱)]																													
//加己2 [-1(绝澜), 0(拱府), 1(付过)]																													
// SkillBrand [漂沥 胶懦捞 乐绢具瘤父 荤侩捞 啊瓷]																													
// Skilltype [0(老馆胶懦), 1(流氓胶懦)]																													
																													
//				    荤侩付唱樊			
//锅龋	Name		饭骇	单固瘤	   绢呼府萍  芭府	Delay	Eng	Cha	加己	加己2	SkilluseType	SkillBrand	KillCout	辨付	何辨付	海撇付胶磐	孺付过荤	孺扁荤	夸沥	付八荤	促农肺靛							
47	"钻云枪"	28	15	8	0	3	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	0
49	"流星焰"	110	30	9	0	3	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0
48	"生命之光"	120	0	22	24	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1	0	0	0

52	"穿透箭"	130	70	7	9	6	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0
51	"冰封箭"	0	105	10	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
//53	"__夸沥眠啊胶懦"	84	0	70	40	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	2	0	0


50	"恶魔的咆哮"	60	120	160	0	0	0	100	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
55	"弦月斩"	0	80	15	20	2	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	1	0
56	"天雷闪"	0	0	15	0	5	0	100	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0
57	"风舞回旋斩"	0	75	20	15	5	0	0	0	-1	-1	0	75	0	0	0	0	0	0	0	1	0

// 59   是连击效果


//促农肺靛																						1
60	"冲击"	0	10	10	0	4	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	1
61	"星云火链"	74	100	25	0	6	0	20	0	-1	1	0	0	0	0	0	0	0	0	0	0	1
62	"地裂"	0	150	0	50	10	10000	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
63	"星云召唤"	98	0	70	30	0	30000	34	400	-1	-1	0	0	0	0	0	0	0	0	0	0	1
64	"致命圣印"	82	0	50	50	0	0	25	300	-1	-1	0	0	0	0	0	0	0	0	0	0	1
65	"圣极光"	92	250	0	100	10	5000	29	340	-1	1	0	0	0	0	0	0	0	0	0	0	1
66	"冲击波"	0	50	10	0	4	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	1
																						
//流氓胶懦																						
67	"束缚术"	0	0	70	50	2	0	0	0	-1	-1	1	0	4	0	0	1	1	1	1	1	1
68	"解除束缚"	0	0	25	30	0	0	0	0	-1	-1	1	0	2	0	0	1	1	1	1	1	1
69	"增益魔法"	0	0	35	30	0	0	0	0	-1	-1	1	0	4	0	0	1	1	1	1	1	1
70	"透明术"	0	0	80	60	0	0	0	0	-1	-1	1	0	5	1	1	0	1	1	1	1	1
71	"解除透明"	0	0	40	30	0	0	0	0	-1	-1	1	0	2	1	1	0	1	1	1	1	1
72	"解除魔法"	0	0	90	70	0	0	0	0	-1	-1	1	0	8	1	0	0	0	0	0	0	1
74	"神圣火焰"	0	150	30	10	6	0	0	0	-1	-1	0	75	0	0	0	0	0	0	0	0	1
73	"幻魔光束"	0	85	130	7	6	0	0	0	-1	-1	0	75	0	0	0	0	0	0	0	1	0
//75	"技农府颇捞胶"	120	0	100	35	0	0	37	450	-1	-1	0	0	0	0	0	0	0	0	0	0	1

//奇副																						
76	"炎狼闪电链"	110	60	50	20	6	1500	0	0	-1	0	0	0	0	0	0	0	2	2	2	1	1
77      "无影箭"	220	0	50	10	6	0	0	0	-1	-1	0	0	0	0	0	0	0	0	1	0	0
78	"火舞旋风"	102	130	45	10	6	0	32	70	-1	-1	0	0	0	0	0	0	0	0	0	0	1
//阁胶磐胶懦																						
200	"怪物召唤"	0	0	40	0	0	0	90	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
201	"魔法攻击免疫"	0	0	40	0	0	0	90	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
202	"物理攻击免疫"	0	0	40	0	0	0	90	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
203	"祝福药水"	0	0	40	0	0	0	90	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
204	"灵魂药水"	0	0	40	0	0	0	90	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0
end																						
